id_municipio,nombre,id_provincia
757,VILLALBILLA DE BURGOS,11
758,VILLALMANZO,11
759,VILLANUEVA DE ARGAÑO,11
760,VILLAQUIRÁN DE LOS INFANTES,11
761,VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA,11
762,VILLAZOPEQUE,11
763,AHIGAL,12
764,ALCÁNTARA,12
765,ALCUÉSCAR,12
766,ALDEA DEL CANO,12
767,ALDEANUEVA DEL CAMINO,12
768,ALISEDA,12
769,ALMARAZ,12
770,ALMOHARÍN,12
771,ARROYO DE LA LUZ,12
772,ARROYOMOLINOS,12
773,BAÑOS DE MONTEMAYOR,12
774,BARRADO,12
775,BELVÍS DE MONROY,12
776,BROZAS,12
777,CABEZUELA DEL VALLE,12
778,CÁCERES,12
779,CAMINOMORISCO,12
780,CAMPO LUGAR,12
781,CAÑAVERAL,12
782,CASAR DE CÁCERES,12
783,CASAS DE DON GÓMEZ,12
784,CASTAÑAR DE IBOR,12
785,CECLAVÍN,12
786,CILLEROS,12
787,COLLADO,12
788,CORIA,12
789,CUACOS DE YUSTE,12
790,DELEITOSA,12
791,ESCURIAL,12
792,GALISTEO,12
793,GARROVILLAS DE ALCONÉTAR,12
794,GUADALUPE,12
795,GUIJO DE GALISTEO,12
796,GUIJO DE GRANADILLA,12
797,JARAÍZ DE LA VERA,12
798,JARANDILLA DE LA VERA,12
799,LOGROSÁN,12
800,LOSAR DE LA VERA,12
801,MADRIGALEJO,12
802,MADROÑERA,12
803,MAJADAS,12
804,MALPARTIDA DE CÁCERES,12
805,MALPARTIDA DE PLASENCIA,12
806,MIAJADAS,12
807,MOHEDAS DE GRANADILLA,12
808,MONTÁNCHEZ,12
809,MONTEHERMOSO,12
810,MORALEJA,12
811,NAVALMORAL DE LA MATA,12
812,NUÑOMORAL,12
813,PALOMERO,12
814,PASARÓN DE LA VERA,12
815,PERALEDA DE LA MATA,12
816,PERALES DEL PUERTO,12
817,PINOFRANQUEADO,12
818,PIORNAL,12
819,PLASENCIA,12
820,POZUELO DE ZARZÓN,12
821,RIOLOBOS,12
822,SANTA CRUZ DE LA SIERRA,12
823,SANTIAGO DEL CAMPO,12
824,TALAYUELA,12
825,TEJEDA DE TIÉTAR,12
826,TORNO (EL),12
827,TORRE DE SANTA MARÍA,12
828,TORRECILLAS DE LA TIESA,12
829,TORREJÓN EL RUBIO,12
830,TORREJONCILLO,12
831,TORREORGAZ,12
832,TRUJILLO,12
833,VALDASTILLAS,12
834,VALDEOBISPO,12
835,VALENCIA DE ALCÁNTARA,12
836,VALVERDE DEL FRESNO,12
837,VILLANUEVA DE LA VERA,12
838,VILLAR DE PLASENCIA,12
839,VILLAR DEL PEDROSO,12
840,ZARZA DE GRANADILLA,12
841,ZARZA LA MAYOR,12
842,ZORITA,12
843,ALCALÁ DE LOS GAZULES,13
844,ALCALÁ DEL VALLE,13
845,ALGAR,13
846,ALGECIRAS,13
847,ALGODONALES,13
848,ARCOS DE LA FRONTERA,13
849,BARBATE,13
