id_localidad,nombre,id_municipio
981,ARROYOMOLINOS,772
982,ARROYOMOLINOS,2019
983,BAÑOS,773
984,BARRADO,774
985,BELVIS DE MONROY,775
986,BROZAS,776
987,CABEZUELA DEL VALLE,777
988,CACERES,778
989,VALDESALOR,778
990,CAMINOMORISCO,779
991,CAMPO LUGAR,780
992,PIZARRO,780
993,CAÑAVERAL,781
994,CASAR DE CACERES,782
995,CASAS DE DON GOMEZ,783
996,CASTAÑAR DE IBOR,784
997,CECLAVIN,785
998,CILLEROS,786
999,COLLADO,787
1000,CORIA,788
1001,CUACOS DE YUSTE,789
1002,DELEITOSA,790
1003,ESCURIAL,791
1004,GALISTEO,792
1005,ALAGON,792
1006,GARROVILLAS DE ALCONETAR,793
1007,GUADALUPE,794
1008,BATAN (EL),795
1009,GUIJO DE GRANADILLA,796
1010,JARAIZ DE LA VERA,797
1011,JARANDILLA DE LA VERA,798
1012,LOGROSAN,799
1013,LOSAR DE LA VERA,800
1014,MADRIGALEJO,801
1015,MADROÑERA,802
1016,MAJADAS,803
1017,MALPARTIDA DE CACERES,804
1018,MALPARTIDA DE PLASENCIA,805
1019,MIAJADAS,806
1020,MOHEDAS DE GRANADILLA,807
1021,MONTANCHEZ,808
1022,MONTEHERMOSO,809
1023,MORALEJA,810
1024,VEGAVIANA,810
1025,NAVALMORAL DE LA MATA,811
1026,VEGAS DE CORIA,812
1027,PALOMERO,813
1028,PASARON DE LA VERA,814
1029,PERALEDA DE LA MATA,815
1030,PERALES DEL PUERTO,816
1031,PINOFRANQUEADO,817
1032,PIORNAL,818
1033,PLASENCIA,819
1034,POZUELO DE ZARZON,820
1035,RIOLOBOS,821
1036,SANTA CRUZ DE LA SIERRA,822
1037,SANTIAGO DEL CAMPO,823
1038,TALAYUELA,824
1039,TIETAR,824
1040,TEJEDA DE TIETAR,825
1041,TORNO (EL),826
1042,TORRE DE SANTA MARIA,827
1043,TORRECILLAS DE LA TIESA,828
1044,TORREJON EL RUBIO,829
1045,TORREJONCILLO,830
1046,TORREORGAZ,831
1047,TRUJILLO,832
1048,VALDASTILLAS,833
1049,VALDEOBISPO,834
1050,VALENCIA DE ALCANTARA,835
1051,VALVERDE DEL FRESNO,836
1052,VILLANUEVA DE LA VERA,837
1053,VILLAR DE PLASENCIA,838
1054,VILLAR DEL PEDROSO,839
1055,ZARZA DE GRANADILLA,840
1056,ZARZA LA MAYOR,841
1057,ZORITA,842
1058,ALCALA DE LOS GAZULES,843
1059,ALCALA DEL VALLE,844
1060,ALGAR,845
1061,ALGECIRAS,846
1062,ALGODONALES,847
1063,ARCOS DE LA FRONTERA,848
1064,JEDULA,848
1065,BARBATE,849
1066,BARRIOS (LOS),850
1067,PALMONES,850
1068,BENALUP,851
1069,BORNOS,852
1070,BOSQUE (EL),853
1071,CADIZ,854
1072,ALMORAIMA,855
1073,CHICLANA DE LA FRONTERA,856
1074,CHIPIONA,857
1075,CONIL DE LA FRONTERA,858
1076,ESPERA,859
1077,GRAZALEMA,860
1078,JEREZ DE LA FRONTERA,861
1079,GUADALCACIN DEL CAUDILLO,861
1080,NUEVA JARILLA,861
1081,BARCA DE LA FLORIDA (LA),861
1082,TORNO (EL),861
1083,TORRECERA,861
1084,JOSE ANTONIO,861
1085,JIMENA DE LA FRONTERA,862
1086,ANGELES (LOS),862
1087,SAN PABLO DE BUCEITE,862
1088,LINEA LA CONCEPCION (LA),863
1089,MEDINA-SIDONIA,864
1090,OLVERA,865
1091,PATERNA DE RIVERA,866
1092,PRADO DEL REY,867
1093,PUERTO DE SANTA MARIA (EL),868
1094,ARENALES (LOS),868
1095,PUERTO REAL,869
1096,ROTA,870
1097,COSTA BALLENA,870
1098,ARSENAL DE LA CARRACA,871
1099,SAN FERNANDO,871
1100,SAN JOSE DEL VALLE,872
1101,SAN ROQUE,873
1102,CAMPAMENTO,873
1103,SAN ENRIQUE,873
1104,TORREGUADIARO,873
1105,SANLUCAR DE BARRAMEDA,874
1106,BONANZA,874
1107,ALGAIDA (LA),874
1108,SETENIL,875
1109,TARIFA,876
1110,BUJEO (EL),876
1111,TAHIVILLA,876
1112,TREBUJENA,877
1113,UBRIQUE,878
1114,VEJER DE LA FRONTERA,879
1115,PALMAR EL,879
1116,MUELA LA,879
1117,CAÑADA ANCHA,879
1118,VILLAMARTIN,880
1119,NOVALES,881
1120,AMPUERO,882
1121,ARENAS DE IGUÑA,883
1122,ARNUERO,884
1123,BOO,885
1124,GUARNIZO,885
1125,AMBROSERO,886
1126,CABEZON DE LA SAL,887
1127,CABROJO,887
1128,MALIAÑO,888
1129,MURIEDAS,888
1130,HERRERA,888
1131,REVILLA,888
1132,BOLMIR,889
1133,FOMBELLIDA,889
1134,CARTES,890
1135,SANTIAGO,890
1136,POMALUENGO,891
1137,CASTRO URDIALES,892
1138,ISLARES,892
1139,ONTON,892
1140,OJEDO,893
1141,COLINDRES,894
1142,COMILLAS,895
1143,CORRALES (LOS),896
1144,SOMAHOZ,896
1145,BARROS,896
1146,LOS CORRALES DE BUELNA,896
1147,SAN VICENTE DE TORANZO,897
1148,VILLEGAR,897
1149,HOZNAYO,898
1150,ESCALANTE,899
1151,BERANGA,900
1152,LAREDO,901
1153,LIENDO,902
1154,PAMANES,903
1155,PONTEJOS,904
1156,ELECHAS,904
1157,SOLARES,905
1158,HERAS,905
1159,SAN MAMES DE MERUELO,906
1160,SAN MIGUEL DE MERUELO,906
1161,GORNAZO,907
1162,CUDON,907
1163,SANTA OLALLA,908
1164,SOBARZO,909
1165,RENEDO,910
1166,PARBAYON,910
1167,ARCE,910
1168,REQUEJADA,911
1169,PUENTE VIESGO,912
1170,RAMALES DE LA VICTORIA,913
1171,REINOSA,914
1172,REOCIN,915
1173,PUENTE SAN MIGUEL,915
1174,CASTANEDO,916
1175,LOREDO,916
1176,ANERO,917
1177,PUENTENANSA,918
1178,RUENTE,919
1179,RUILOBUCA,920
1180,JAIN,921
1181,SAN VICENTE DE LA BARQUERA,922
1182,SOTO DE LA MARINA,923
1183,SANTA CRUZ DE BEZANA,923
1184,MOMPIA,923
1185,ARGOMILLA,924
1186,ENCINA (LA),924
1187,SANTANDER,925
1188,PEÑACASTILLO,925
1189,SAN ROMAN,925
1190,VIVEDA,926
1191,IRUZ,927
1192,SANTOÑA,928
1193,SOBA,929
1194,SOLORZANO,930
1195,SUANCES,931
1196,HINOJEDO,931
1197,TORRELAVEGA,932
1198,GANZO,932
1199,SIERRAPANDO,932
1200,TANOS,932
1201,BARREDA,932
1202,PESUES,933
1203,VALDALIGA,934
1204,POLIENTES,935
1205,CANDOLIAS,936
1206,VILLACARRIEDO,937
1207,LIAÑO,938
1208,CONCHA (LA),938
1209,VILLANUEVA,938
1210,VEGA,939
1211,SAN PANTALEON DE ARAS,940
1212,ALBOCASSER,941
1213,ALCALA DE XIVERT,942
1214,ALCOSSEBRE,942
1215,ALCORA,943
1216,ALMAZORA,944
1217,ALMENARA,945
1218,ALQUERIAS DEL NIÑO PERDIDO,946
1219,ALTURA,947
1220,ARTANA,948
1221,ATZENETA DEL MAESTRAT,949
1222,BARRACAS,950
1223,BEJIS,951
1224,BENASAL,952
1225,BENICARLO,953
1226,BENICASIM,954
1227,BENLLOCH,955
1228,BETXI,956
1229,BORRIOL,957
1230,BURRIANA,958
1231,CABANES,959
1232,RIBERA DE CABANES LA,959
1233,CASTELLON DE LA PLANA,960
1234,CHILCHES,961
1235,COVES DE VINROMA (LES),962
1236,FORCALL,963
1237,JANA (LA),964
1238,JERICA,965
1239,LLOSA (LA),966
1240,LUCENA DEL CID,967
1241,MONCOFA,968
1242,MORELLA,969
1243,NULES,970
1244,LOMAS (LAS),971
1245,ONDA,972
1246,PANTANO DEL SICHAR,972
1247,APEADERO DE BECHI,972
1248,OROPESA,973
1249,AMPLARIES (LES),973
1250,MARINA D'OR,973
1251,PEÑISCOLA,974
1252,POBLA TORNESA (LA),975
1253,RIBESALBES,976
1254,SAN RAFAEL DEL RIO,977
1255,SANT JOAN DE MORO,978
1256,SANT MATEU,979
1257,SANTA MAGDALENA DE PULPIS,980
1258,SEGORBE,981
1259,SIERRA-ENGARCERAN,982
1260,SONEJA,983
1261,SOT DE FERRER,984
1262,TORREBLANCA,985
1263,TRAIGUERA,986
1264,VALL D'ALBA,987
1265,VALL D'UIXO (LA),988
1266,VILAFAMES,989
1267,VILANOVA D'ALCOLEA,990
1268,VILLAFRANCA DEL CID,991
1269,VILLARREAL,992
1270,VILAVELLA (LA),993
1271,VINAROS,994
1272,VISTABELLA DEL MAESTRAZGO,995
1273,VIVER,996
1274,CEUTA,997
1275,ABENOJAR,998
1276,AGUDO,999
1277,ALBALADEJO,1000
1278,ALCAZAR DE SAN JUAN,1001
1279,ALAMEDA DE CERVERA,1001
1280,CINCO CASAS,1001
1281,ALCOLEA DE CALATRAVA,1002
1282,ALCUBILLAS,1003
1283,ALDEA DEL REY,1004
1284,ALMADEN,1005
1285,ALMAGRO,1006
1286,ALMEDINA,1007
1287,ALMODOVAR DEL CAMPO,1008
1288,ALMURADIEL,1009
1289,ARENALES DE SAN GREGORIO,1010
1290,ARENAS DE SAN JUAN,1011
1291,ARGAMASILLA DE ALBA,1012
1292,ARGAMASILLA DE CALATRAVA,1013
1293,BOLAÑOS DE CALATRAVA,1014
1294,BRAZATORTAS,1015
1295,CALZADA DE CALATRAVA,1016
1296,CAMPO DE CRIPTANA,1017
1297,CARRION DE CALATRAVA,1018
1298,CARRIZOSA,1019
1299,CASTELLAR DE SANTIAGO,1020
1300,CHILLON,1021
1301,CIUDAD REAL,1022
1302,CORRAL DE CALATRAVA,1023
1303,CORTIJOS DE ARRIBA,1024
1304,COZAR,1025
1305,DAIMIEL,1026
1306,FUENCALIENTE,1027
1307,FUENTE EL FRESNO,1028
1308,GRANATULA DE CALATRAVA,1029
1309,GUADALMEZ,1030
1310,HERENCIA,1031
1311,LABORES (LAS),1032
1312,LLANOS DEL CAUDILLO,1033
1313,LUCIANA,1034
1314,MALAGON,1035
1315,MANZANARES,1036
1316,MEMBRILLA,1037
1317,MIGUELTURRA,1038
1318,MONTIEL,1039
1319,MORAL DE CALATRAVA,1040
1320,PEDRO MUÑOZ,1041
1321,PIEDRABUENA,1042
1322,PORZUNA,1043
1323,POZUELO DE CALATRAVA,1044
1324,PUEBLA DE DON RODRIGO,1045
1325,PUEBLA DEL PRINCIPE,1046
1326,PUERTO LAPICE,1047
1327,PUERTOLLANO,1048
1328,RETUERTA DEL BULLAQUE,1049
1329,ROBLEDO (EL),1050
1330,RUIDERA,1051
1331,SACERUELA,1052
1332,SAN CARLOS DEL VALLE,1053
1333,SANTA CRUZ DE LOS CAÑAMOS,1054
1334,SANTA CRUZ DE MUDELA,1055
1335,SOCUELLAMOS,1056
1336,SOLANA (LA),1057
1337,TERRINCHES,1058
1338,TOMELLOSO,1059
1339,TORRALBA DE CALATRAVA,1060
1340,TORRE DE JUAN ABAD,1061
1341,TORRENUEVA,1062
1342,VALDEPEÑAS,1063
1343,CONSOLACION,1063
1344,VILLAHERMOSA,1064
1345,VILLAMANRIQUE,1065
1346,VILLAMAYOR DE CALATRAVA,1066
1347,VILLANUEVA DE LA FUENTE,1067
1348,VILLANUEVA LOS INFANTES,1068
1349,VILLANUEVA DE SAN CARLOS,1069
1350,VILLARRUBIA DE LOS OJOS,1070
1351,VILLARTA DE SAN JUAN,1071
1352,VISO DEL MARQUES,1072
1353,ADAMUZ,1073
1354,AGUILAR DE LA FRONTERA,1074
1355,ALCARACEJOS,1075
1356,ALMEDINILLA,1076
1357,ALMODOVAR DEL RIO,1077
1358,AÑORA,1078
1359,BAENA,1079
1360,ALBENDIN,1079
1361,BELALCAZAR,1080
1362,BELMEZ,1081
1363,BENAMEJI,1082
1364,BLAZQUEZ (LOS),1083
1365,BUJALANCE,1084
1366,CABRA,1085
1367,CAÑETE DE LAS TORRES,1086
1368,CARCABUEY,1087
1369,CARDEÑA,1088
1370,CARLOTA (LA),1089
1371,ARRECIFE (EL),1089
1372,QUINTANA,1089
1373,CARPIO (EL),1090
1374,CASTRO DEL RIO,1091
1375,CORDOBA,1092
1376,ALCOLEA,1092
1377,QUEMADAS (LAS),1092
1378,VILLARRUBIA,1092
1379,SANTA CRUZ,1092
1380,MAJANEQUE,1092
1381,DOÑA MENCIA,1093
1382,ENCINAS REALES,1094
1383,ESPEJO,1095
1384,FERNAN NUÑEZ,1096
1385,FUENTE OBEJUNA,1097
1386,FUENTE PALMERA,1098
1387,FUENTE-TOJAR,1099
1388,HINOJOSA DEL DUQUE,1100
1389,HORNACHUELOS,1101
1390,IZNAJAR,1102
1391,VALENZUELA Y LLANADAS,1102
1392,LUCENA,1103
1393,ANJARON,1103
1394,LUQUE,1104
1395,MONTALBAN DE CORDOBA,1105
1396,MONTEMAYOR,1106
1397,MONTILLA,1107
1398,MONTORO,1108
1399,MONTURQUE,1109
1400,MORILES,1110
1401,NUEVA CARTEYA,1111
1402,OBEJO,1112
1403,PALENCIANA,1113
1404,PALMA DEL RIO,1114
1405,PEDRO ABAD,1115
1406,PEDROCHE,1116
1407,PEÑARROYA-PUEBLONUEVO,1117
1408,POSADAS,1118
1409,POZOBLANCO,1119
1410,PRIEGO DE CORDOBA,1120
1411,ZAMORANOS,1120
1412,LAGUNILLAS (LAS),1120
1413,CONCEPCION (LA),1120
1414,CASTIL DE CAMPOS,1120
1415,PUENTE GENIL,1121
1416,RAMBLA (LA),1122
1417,RUTE,1123
1418,LLANOS DE DON JUAN,1123
1419,SAN SEBASTIAN DE LOS BALLESTEROS,1124
1420,SANTAELLA,1125
1421,MONTIELA (LA),1125
1422,GUIJARROSA (LA),1125
1423,TORRECAMPO,1126
1424,VICTORIA (LA),1127
1425,VILLA DEL RIO,1128
1426,VILLAFRANCA DE CORDOBA,1129
1427,VILLAHARTA,1130
1428,VILLANUEVA DE CORDOBA,1131
1429,VILLANUEVA DEL DUQUE,1132
1430,VILLANUEVA DEL REY,1133
1431,VILLAVICIOSA DE CORDOBA,1134
1432,VISO (EL),1135
1433,ABEGONDO,1136
1434,PONTE MACEIRA (A),1137
1435,LAPIDO,1137
1436,AMES,1137
1437,ARTEIXO,1138
1438,SABON,1138
1439,VILARRODIS,1138
1440,LARIN,1138
1441,MEICENDE,1138
1442,GRELA (A),1138
1443,ARZUA,1139
1444,DOMBODAN,1139
1445,MOLDES,1140
1446,BAÑA (A),1140
1447,BERGONDIÑO,1141
1448,BETANZOS,1142
1449,BETANZOS-O-VELLO,1142
1450,GUILIADE,1142
1451,VIUXE,1142
1452,CORREDOIRAS,1143
1453,BOIRO,1144
1454,PESQUEIRA,1144
1455,BERMO,1144
1456,SERGUDE,1145
1457,ANXELES (OS) SANTA MARIA-BRION),1146
1458,CABANA,1147
1459,LARAXE,1148
1460,PONTE DO PORTO,1149
1461,CAMBRE,1150
1462,TELVA (A),1150
1463,TEMPLE (O),1150
1464,CECEBRE (SAN SALVADOR),1150
1465,NEVES (AS),1151
1466,CARBALLO,1152
1467,RUS-CARBALLO,1152
1468,CARIÑO,1153
1469,MACEIRAS,1154
1470,CARRAL,1155
1471,CEDEIRA,1156
1472,TRABE,1156
1473,CEE,1157
1474,XALLAS,1157
1475,CERCEDA,1158
1476,TABLILLA,1158
1477,FELGOSAS,1159
1478,COIROS DE ARRIBA,1160
1479,CORISTANCO,1161
1480,CORUÑA (A),1162
1481,PALAVEA,1162
1482,MESOIRO,1162
1483,BENS,1162
1484,GRELA (LA),1162
1485,POLIGONO DE POCOMACO,1162
1486,POLIGONO INDUSTRIAL LA GRELA-BENS,1162
1487,ALVEDRO,1163
1488,BURGO (O),1163
1489,ACEA DE AMA,1163
1490,FONTECULLER,1163
1491,CULLEREDO,1163
1492,LEDOÑO,1163
1493,TEIJEIRO,1164
1494,CURTIS,1164
1495,DODRIÑO,1165
1496,CAMPO DE BERDEOGAS,1166
1497,FENE,1167
1498,FERROL,1168
1499,CABANA (A),1168
1500,CATABOIS,1168
1501,PONTE CARREIRA,1169
1502,PAZO DE IRIXOA (O),1170
1503,PAYOSACO,1171
1504,CORGO,1171
1505,LARACHA,1171
1506,TORAS,1171
1507,LAXE,1172
1508,MALPICA,1173
1509,PINO VAL (MAZARICOS),1174
1510,SAN CIPRIANO,1174
1511,MELIDE,1175
1512,ALTO,1175
1513,MIÑO,1176
1514,SAN RAMON,1177
1515,MUGARDOS,1178
1516,MUROS,1179
1517,MUXIA,1180
1518,GANDARA,1181
1519,CAMPO DAS RATAS,1181
1520,CADAVAL,1181
1521,GANDARA DE ABAJO,1181
1522,NARON,1181
1523,XUBIA,1181
1524,O'VAL-NARÓN,1181
1525,NEDA,1182
1526,MOURELA ALTA,1182
1527,NEGREIRA,1183
1528,NOIA,1184
1529,ABRUÑEIRAS,1184
1530,ALBARISA,1184
1531,OLEIROS,1185
1532,CAMPAMENTO (O),1185
1533,VILANOVA,1185
1534,PERILLO,1185
1535,ORDES,1186
1536,MESON DO VENTO,1186
1537,AMEIXEIRA,1186
1538,OROSO PEQUENO,1187
1539,ORTIGUEIRA,1188
1540,OUTES,1189
1541,OZA,1190
1542,TERCIO,1191
1543,PADRON,1192
1544,IRIA FLAVIA,1192
1545,ESCLAVITUD,1192
1546,PAZO,1193
1547,ARCA (SANTA EULALIA),1193
1548,POBRA DO CARAMIÑAL,1194
1549,PONTECESO,1195
1550,PONTEDEUME,1196
1551,CAMPO LONGO,1196
1552,PONTES DE GARCIA RODRIGUEZ (AS) (SANTA MARIA),1197
1553,GOENTE,1197
1554,PORTO DO SON,1198
1555,RIANXO,1199
1556,TE,1199
1557,SANTA UXIA DE RIBEIRA,1200
1558,MARTELO,1201
1559,SADA,1202
1560,TARABELO,1202
1561,OSEDO,1202
1562,MARQUES DE SAN SADURNIÑO AVENIDA DO,1203
1563,BIDUEDA,1203
1564,SANTA COMBA,1204
1565,SANTIAGO DE COMPOSTELA,1205
1566,ROXOS,1205
1567,SANTO IGNACIO DO MONTE,1205
1568,BALSOMA,1205
1569,EIXO DE ABAIXO (O),1205
1570,ROCHA VELLA (A),1205
1571,POLVEIRA (A),1205
1572,BRINS,1205
1573,SOBRADO,1206
1574,CASALONGA,1207
1575,RAMALLOSA,1207
1576,TEO,1207
1577,AGRO DO MESTRE,1208
1578,BREA (A),1208
1579,BEMBIBRE,1209
1580,PORTOMOURO,1209
1581,PARAMOS,1209
1582,VALDOVIÑO,1210
1583,PONTE ULLA,1211
1584,SESMONDE,1212
1585,ZANFOGA,1212
1586,VIMIANZO,1213
1587,ZAS,1214
1588,BAIO GRANDE,1214
1589,ALBERCA DE ZANCARA (LA),1215
1590,ALCAZAR DEL REY,1216
1591,ALIAGUILLA,1217
1592,ALMARCHA (LA),1218
1593,ALMODOVAR DEL PINAR,1219
1594,ALMONACID DEL MARQUESADO,1220
1595,ATALAYA DEL CAÑAVATE,1221
1596,BARAJAS DE MELO,1222
1597,BELINCHON,1223
1598,BELMONTE,1224
1599,BETETA,1225
1600,BUENACHE DE ALARCON,1226
1601,CAMPILLO DE ALTOBUEY,1227
1602,CARRASCOSA DEL CAMPO,1228
1603,LORANCA DEL CAMPO,1228
1604,VALPARAISO DE ABAJO,1228
1605,CAÑAVERAS,1229
1606,CAÑAVERUELAS,1230
1607,CAÑETE,1231
1608,CARBONERAS DE GUADAZAON,1232
1609,CARDENETE,1233
1610,CASAS DE BENITEZ,1234
1611,CASAS DE FERNANDO ALONSO,1235
1612,CASAS DE HARO,1236
1613,CASAS DE LOS PINOS,1237
1614,CASASIMARRO,1238
1615,CASTILLEJO DE INIESTA,1239
1616,CASTILLO DE GARCIMUÑOZ,1240
1617,CERVERA DEL LLANO,1241
1618,CHILLARON DE CUENCA,1242
1619,CUENCA,1243
1620,MELGOSA (LA),1243
1621,FUENTE DE PEDRO NAHARRO,1244
1622,GRAJA DE INIESTA,1245
1623,HERRUMBLAR (EL),1246
1624,HINOJOSA (LA),1247
1625,HINOJOSOS (LOS),1248
1626,HITO (EL),1249
1627,HONRUBIA,1250
1628,HORCAJO DE SANTIAGO,1251
1629,HUETE,1252
1630,INIESTA,1253
1631,LANDETE,1254
1632,LEDAÑA,1255
1633,MESAS (LAS),1256
1634,MINGLANILLA,1257
1635,MIRA,1258
1636,MONTALBANEJO,1259
1637,MONTALBO,1260
1638,MOTA DEL CUERVO,1261
1639,MOTILLA DEL PALANCAR,1262
1640,PALOMARES DEL CAMPO,1263
1641,PEDERNOSO (EL),1264
1642,PEDROÑERAS (LAS),1265
1643,PERAL (EL),1266
1644,POZOAMARGO,1267
1645,POZOSECO,1268
1646,PRIEGO,1269
1647,PROVENCIO (EL),1270
1648,PUEBLA DE ALMENARA,1271
1649,QUINTANAR DEL REY,1272
1650,SAELICES,1273
1651,SALVACAÑETE,1274
1652,SAN CLEMENTE,1275
1653,SAN LORENZO DE LA PARRILLA,1276
1654,SANTA CRUZ DE MOYA,1277
1655,SANTA MARIA DE LOS LLANOS,1278
1656,SANTA MARIA DEL CAMPO RUS,1279
1657,SISANTE,1280
1658,TALAYUELAS,1281
1659,TARANCON,1282
1660,TEBAR,1283
1661,TORREJONCILLO DEL REY,1284
1662,TORRUBIA DEL CAMPO,1285
1663,TRAGACETE,1286
1664,TRESJUNCOS,1287
1665,UCLES,1288
1666,VALDEOLIVAS,1289
1667,VALERA DE ABAJO,1290
1668,VILLACONEJOS DE TRABAQUE,1291
1669,VILLAESCUSA DE HARO,1292
1670,VILLAGARCIA DEL LLANO,1293
1671,VILLALBA DEL REY,1294
1672,VILLALPARDO,1295
1673,VILLAMAYOR DE SANTIAGO,1296
1674,VILLANUEVA DE LA JARA,1297
1675,VILLAR DE CAÑAS,1298
1676,VILLAREJO DE FUENTES,1299
1677,VILLAREJO-PERIESTEBAN,1300
1678,VILLARES DEL SAZ,1301
1679,VILLARRUBIO,1302
1680,VILLARTA,1303
1681,VILLAVERDE Y PASACONSOL,1304
1682,ZAFRA DE ZANCARA,1305
1683,AIA,1306
1684,ARRUTIEGIA,1306
1685,ANDOAIN,1307
1686,LEIZOTZ,1307
1687,ANOETA,1308
1688,ARRASATE/MONDRAGON,1309
1689,ASTIGARRAGA,1310
1690,SAN MARTIN,1311
1691,AZKOITIA,1312
1692,AZPEITIA,1313
1693,BEASAIN,1314
1694,BERGARA,1315
1695,BASALGO,1315
1696,DEBA,1316
1697,ITZIAR,1316
1698,DONOSTIA-SAN SEBASTIAN,1317
1699,ZUBIETA,1317
1700,EIBAR,1318
1701,ELGOIBAR,1319
1702,ERRENTERIA,1320
1703,RENTERIA,1320
1704,APOTZAGA,1321
1705,ESKORIATZA,1321
1706,HERNANI,1322
1707,HONDARRIBIA,1323
1708,IDIAZABAL,1324
1709,IRUN,1325
1710,BIDASOA,1325
1711,IRURA,1326
1712,ITSASONDO,1327
1713,LASARTE,1328
1714,LAZKAO,1329
1715,LEGAZPI,1330
1716,LEGORRETA,1331
1717,LEZO,1332
1718,MUTRIKU,1333
1719,ARRAGUA,1334
1720,ALTZIBAR Y KARRIKA,1334
1721,OIARTZUN,1334
1722,OLABERRIA,1335
1723,OÑATI,1336
1724,ORDIZIA,1337
1725,PASAI SAN PEDRO,1338
1726,TOLOSA,1339
1727,URNIETA,1340
1728,URRETXU,1341
1729,USURBIL,1342
1730,AGINAGA,1342
1731,VILLABONA,1343
1732,AMASA,1343
1733,ZARAUTZ,1344
1734,ZESTOA,1345
1735,ARROA-BEKOA,1345
1736,ZUMAIA,1346
1737,ZUMARRAGA,1347
1738,AIGUAVIVA,1348
1739,AMER,1349
1740,ANGLES,1350
1741,ARBUCIES,1351
1742,AVINYONET DE PUIGVENTOS,1352
1743,BANYOLES,1353
1744,BASCARA,1354
1745,BEGUR,1355
1746,BELLCAIRE D'EMPORDA,1356
1747,BESALU,1357
1748,BESCANO,1358
1749,BISBAL D'EMPORDA(LA),1359
1750,BIURE,1360
1751,BLANES,1361
1752,BORRASSA,1362
1753,BRUNYOLA,1363
1754,CABANELLES,1364
1755,CADAQUES,1365
1756,CALDES DE MALAVELLA,1366
1757,CALONGE,1367
1758,CAMPELLES,1368
1759,CAMPRODON,1369
1760,CAPMANY,1370
1761,CASSA DE LA SELVA,1371
1762,CASTELLO D'EMPURIES,1372
1763,CASTELL D'ARO,1373
1764,PLATJA D'ARO,1373
1765,CELLERA DE TER (LA),1374
1766,CELRA,1375
1767,CERVIA DE TER,1376
1768,CORÇA,1377
1769,ESCALA (L'),1378
1770,EL FAR D'EMPORDA,1379
1771,FIGUERES,1380
1772,VILATENIM,1380
1773,FONTANILLES,1381
1774,VULPELLAC,1382
1775,FORNELLS DE LA SELVA,1383
1776,FORTIA,1384
1777,GARRIGAS,1385
1778,GIRONA,1386
1779,HOSTALRIC,1387
1780,LA JONQUERA,1388
1781,JUIA,1389
1782,LLAGOSTERA,1390
1783,LLANÇA,1391
1784,HOSTALETS,1392
1785,LLERS,1392
1786,LLIVIA,1393
1787,LLORET DE MAR,1394
1788,MAÇANET DE CABRENYS,1395
1789,MAÇANET DE LA SELVA,1396
1790,MONT-RAS,1397
1791,OLOT,1398
1792,PALAFRUGELL,1399
1793,PALAMOS,1400
1794,PALOL DE REVARDIT,1401
1795,PAU,1402
1796,PEDRET,1403
1797,PERA (LA),1404
1798,LES PLANES D'HOSTOLES,1405
1799,PONT DE MOLINS,1406
1800,PORQUERES,1407
1801,PORT DE LA SELVA (EL),1408
1802,PORTBOU,1409
1803,PRESES (LES),1410
1804,PUIGCERDA,1411
1805,QUART,1412
1806,REGENCOS,1413
1807,RIPOLL,1414
1808,RIUDARENES,1415
1809,RIUDELLOTS DE LA SELVA,1416
1810,ROSES,1417
1811,CANYELLES-ALMADRAVA-PUIG-ROM,1417
1812,SALT,1418
1813,SANT FELIU DE BUIXALLEU,1419
1814,SANT FELIU DE GUIXOLS,1420
1815,SANT GREGORI,1421
1816,SANT HILARI SACALM,1422
1817,BARRI HOSTAL NOU,1423
1818,ST JOAN DE LES ABADESSES,1424
1819,S. JORDI DESVALLS,1425
1820,SANT PERE PESCADOR,1426
1821,SANTA COLOMA DE FARNERS,1427
1822,SANTA CRISTINA D'ARO,1428
1823,SANTA LLOGAIA D'ALGUEMA,1429
1824,SARRIA DE TER,1430
1825,SAUS,1431
1826,SERINYA,1432
1827,SERRA DE DARO,1433
1828,SILS,1434
1829,TORROELLA DE MONTGRI,1435
1830,TOSSA,1436
1831,ULLA,1437
1832,VALL DE BIANYA LA,1438
1833,BAS,1439
1834,VERGES,1440
1835,VIDRERES,1441
1836,PALAUBORRELL,1442
1837,VILADAMAT,1442
1838,VILAMALLA,1443
1839,POLIGON EMPORDA INTERNACIONAL,1443
1840,VILOBI D'ONYAR,1444
1841,ALBOLOTE,1445
1842,ALBUÑAN,1446
1843,ALBUÑOL,1447
1844,RABITA (LA),1447
1845,POZUELO (EL),1447
1846,ALFACAR,1448
1847,ALGARINEJO,1449
1848,ALHAMA DE GRANADA,1450
1849,VENTAS DE ZAFARRAYA,1450
1850,ALHENDIN,1451
1851,ALMUÑECAR,1452
1852,ARMILLA,1453
1853,ATARFE,1454
1854,BAZA,1455
1855,BAUL,1455
1856,BENALUA DE LAS VILLAS,1456
1857,BENAMAUREL,1457
1858,CADIAR,1458
1859,CALAHORRA (LA),1459
1860,CALICASAS,1460
1861,CAMPOTEJAR,1461
1862,CANILES,1462
1863,CASTILLEJAR,1463
1864,CASTRIL,1464
1865,CENES DE LA VEGA,1465
1866,CHAUCHINA,1466
1867,CHURRIANA DE LA VEGA,1467
1868,CIJUELA,1468
1869,COGOLLOS VEGA,1469
1870,COLOMERA,1470
1871,CUEVAS DEL CAMPO,1471
1872,CULLAR,1472
1873,CULLAR VEGA,1473
1874,DARRO,1474
1875,DEIFONTES,1475
1876,DIEZMA,1476
1877,DOLAR,1477
