id_estacion,Dirección,Código postal,Latitud,Longitud,Tipo,Rótulo,Tipo venta,Rem.,Margen,id_localidad
4435,AVENIDA ENRIQUE SALGADO TORRES 9,15008,43.347278,-8.419694,terrestre,CARBUGAL A GRELA,P,dm,D,1480
4436,CAMINO MARTINETE 52,15008,43.344306,-8.425944,terrestre,EASYGAS,P,dm,D,1480
4437,CALLE SEVERO OCHOA 39,15008,43.351417,-8.429389,terrestre,SBC,P,dm,D,1480
4438,AVENIDA ALCALDE ALFONSO MOLINA 106,15008,43.333556,-8.402278,terrestre,REPSOL,P,OM,D,1480
4439,AVENIDA FINISTERRE 265,15010,43.357222,-8.423083,terrestre,PETROCASH BENS,P,dm,D,1480
4440,AVENIDA FINISTERRE P.KM. 1500 S/N,15010,43.357222,-8.424722,terrestre,REPSOL,P,OM,D,1480
4441,AVENIDA GRAN CANARIA(PG. ROSALE) SN,15011,43.373167,-8.427917,terrestre,PETRONOR,P,OM,D,1480
4442,CALLE GREGORIO HERNANDEZ 1214,15011,43.365639,-8.418917,terrestre,CEPSA,P,OM,D,1480
4443,AVENIDA HABANA S/N,15011,43.368194,-8.414722,terrestre,REPSOL,P,OM,D,1480
4444,AVENIDA MONELOS S/N,15009,43.343000,-8.397806,terrestre,REPSOL,P,OM,D,1480
4445,CALLE LUIS LÓPEZ CASANEGRA 1,15170,43.328528,-8.389778,terrestre,PETRONOR,P,OM,D,1481
4446,CARRETERA DE POCOMACO KM. 15,15190,43.336528,-8.416333,terrestre,REPSOL,P,OM,I,1482
4447,CARRETERA DE FEANS S/N -BARRIO RESIDENCIAL NUEVO MESOIRO S/N KM. SN,15190,43.328528,-8.427083,terrestre,CEPSA,P,OM,D,1482
4448,CARRERA N550 66,15191,43.305944,-8.380889,terrestre,CEPSA,P,OM,D,1483
4449,CALLE SEVERO OCHOA 27,15008,43.350972,-8.426889,terrestre,PETROPRIX,P,dm,D,1484
4450,AVENIDA SEXTA ENSANCHE 1,15191,43.331028,-8.428111,terrestre,PETROPRIX POCOMACO,P,dm,D,1485
4451,POLIGONO POCOMACO - MESOIRO S/N,15191,43.335806,-8.423444,terrestre,REPSOL,P,dm,D,1485
4452,"Avda. de Arteixo Parcela 83-B 1-2 (Polig. ""La Grela"")",15108,43.347388,-8.425969,terrestre,GALP,P,OM,N,1486
4453,POLIGONO CALLE  C 21,15180,43.298389,-8.362444,terrestre,ORTEGAL OIL,P,dm,D,1487
4454,AUTOPISTA AP-9 KM. 6,15670,43.311944,-8.365167,terrestre,ENI,P,dm,I,1488
4455,AVENIDA ACEA DE AMA 25,15670,43.318833,-8.374278,terrestre,GALP,P,OM,N,1489
4456,AVENIDA DE FONTECULLER SN,15174,43.324139,-8.381111,terrestre,REPSOL,P,OM,D,1490
4457,CARRETERA N 550 KM. 9400,15189,43.294056,-8.369889,terrestre,CARBUGAL ALVEDRO,P,dm,D,1491
4458,POLIGONO CENTRO LOGÍSTICO DE TRANSPORTES DE CULLEREDO 138,15189,43.271056,-8.407444,terrestre,REPSOL,P,dm,N,1492
4459,CARRETERA AC523 KM. 12,15189,43.263694,-8.413083,terrestre,CEPSA,P,dm,I,1492
4460,CARRETERA N-634 KM. 663,15310,43.157694,-8.003750,terrestre,REPSOL,P,OM,D,1493
4461,CARRERA NACIONAL 634 PK 666+580 8,15310,43.134167,-8.036278,terrestre,VALCARCE - E.S. TISCO,P,dm,D,1494
4462,CARRETERA N-634 KM. 659,15310,43.181250,-7.967889,terrestre,DISA,P,dm,D,1494
4463,AUTOVIA BARBANZA KM. 77,15981,42.707639,-8.729500,terrestre,SHELL,P,dm,D,1495
4464,CARRETERA AC-305 KM. 21,15981,42.714833,-8.695889,terrestre,GALP,P,dm,D,1495
4465,LUGAR BERDEOGAS S/N,15151,43.032611,-9.112972,terrestre,REPSOL,P,dm,I,1496
4466,POLIGONO VILAR DO COLO. AVDA ASTANO PARC B-3 S/N,15500,43.449944,-8.170111,terrestre,GALP,P,dm,D,1497
4467,CR N-651 30  I,15500,43.472361,-8.161639,terrestre,REPSOL,P,OM,I,1497
4468,POLIGONO ESTRADA VILAR COLO S/N,15500,43.450389,-8.170167,terrestre,HAM VILAR DO COLO,P,dm,D,1497
4469,RUA CAMIÑO PAU DA BANDEIRA S/N,15405,43.511028,-8.218806,terrestre,PLENOIL,P,dm,D,1498
4470,CARRETERA CATABOIS KM. 3900,15405,43.519333,-8.220528,terrestre,GALP,P,OM,D,1498
4471,RUA BUQUE ESCUELA GIRALDA S/N,15405,43.504111,-8.205056,terrestre,CARREFOUR,P,dm,N,1498
4472,CARRETERA CASTILLA 318 KM. 1,15404,43.493778,-8.209278,terrestre,ENI,P,dm,D,1498
4473,POLIGONO LA GANDARA S/N,15407,43.490667,-8.207194,terrestre,ALCAMPO FERROL,P,dm,N,1498
4474,CARRETERA CABANA KM. 133,15590,43.494861,-8.249250,terrestre,CEPSA,P,dm,I,1499
4475,CARRETERA CATABOIS KM. 646,15405,43.512167,-8.219500,terrestre,REPSOL,P,OM,D,1500
4476,CARRETERA C-646 KM. 2,15405,43.502861,-8.221861,terrestre,REPSOL,P,OM,D,1500
4477,CARRETERA N-634 KM. 688,15686,43.028083,-8.237417,terrestre,REPSOL,P,OM,D,1501
4478,MUNICIPIO O CRUCE 5,15313,43.284917,-8.058444,terrestre,E.S. IRIXOA - IRIGAS GROUP,P,dm,D,1502
4479,CARRETERA CARRETERA CORUÑA-FINISTERRE KM. 17400,15145,43.253417,-8.557889,terrestre,PETRONOR,P,OM,D,1503
4480,LUGAR CORGO ARRIBA 10,15145,43.230611,-8.467889,terrestre,LOW COST ATENDIDO O CORGO,P,dm,I,1504
4481,CARRETERA LARACHA A LA SILVA KM. 3317,15145,43.225528,-8.579889,terrestre,E.S VIDUEIROS,P,dm,I,1505
4482,CARRETERA C-552 LG.CABOVILAÑO KM. 22,15145,43.250472,-8.614528,terrestre,CEPSA,P,OM,I,1505
4483,AVENIDA FINISTERRE 4,15145,43.246889,-8.577333,terrestre,VALCARCE,P,dm,D,1506
4484,CARRETERA AC-431 KM. 51,15117,43.213500,-8.997389,terrestre,PETRONOR,P,OM,I,1507
4485,CARRETERA AC-414 KM. 2,15113,43.287528,-8.801500,terrestre,CERQUEDA SL,P,dm,I,1508
4486,CARRETERA LC-403 KM. 936,15258,42.910528,-8.955222,terrestre,CEPSA,P,dm,D,1509
4487,PARQUE ANTES 43,15837,42.995944,-8.911611,terrestre,REPSOL,P,OM,I,1510
4488,AVENIDA LUGO 9496,15800,42.912222,-8.006167,terrestre,REPSOL,P,OM,I,1511
4489,CARRETERA AC-840 KM. 52350,15807,42.898917,-8.018694,terrestre,YETHI,P,dm,D,1512
4490,AUTOPISTA AP-9 KM. 155,15630,43.373222,-8.187972,terrestre,REPSOL,P,OM,I,1513
4491,CARRETERA N-651 KM. 95,15630,43.341389,-8.203694,terrestre,REPSOL,P,OM,I,1513
4492,AC-862 km 24,15563,43.565417,-8.021861,terrestre,FUEL Y FURIOSO,P,dm,I,1514
4492,AC-862 km 24,15563,43.565417,-8.021861,terrestre,FUEL Y FURIOSO,P,dm,I,2577
4493,LUGAR A GALLADA-SAN XOAN DE PIÑEIRO 0,15620,43.442306,-8.205667,terrestre,LA GALLADA,P,dm,I,1515
4494,CARRETERA C-550 KM. 34,15250,42.771667,-9.049167,terrestre,CEPSA,P,dm,D,332
4494,CARRETERA C-550 KM. 34,15250,42.771667,-9.049167,terrestre,CEPSA,P,dm,D,1516
4495,POLIGONO DE MUROS - VENTIN S/N,15250,42.785278,-9.072028,terrestre,REPSOL,P,dm,D,332
4495,POLIGONO DE MUROS - VENTIN S/N,15250,42.785278,-9.072028,terrestre,REPSOL,P,dm,D,1516
4496,CALLE PORTOCARRAL 1,15250,42.787361,-9.055806,terrestre,SHELL,P,dm,D,332
4496,CALLE PORTOCARRAL 1,15250,42.787361,-9.055806,terrestre,SHELL,P,dm,D,1516
4497,MUELLE MARINA MUXIA SN,15124,43.103083,-9.214806,terrestre,SHELL,P,dm,D,1517
4498,RUA NICASIO PEREZ LOPEZ 57,15570,43.489139,-8.206333,terrestre,PETROCASH NARON (POL. GÁNDARA),P,dm,D,1518
4499,AVENIDA DO MAR 94,15570,43.488583,-8.200111,terrestre,SBC ,P,dm,D,1518
4500,LUGAR CAMPO DAS RATAS S/N,15540,43.534194,-8.215750,terrestre,CEPSA,P,dm,D,1519
4501,AVENIDA MAR 105,15570,43.490167,-8.196972,terrestre,PETROPRIX,P,dm,D,1520
4502,AVENIDA DEL MAR 96,15570,43.489111,-8.199778,terrestre,CEPSA,P,dm,I,1521
4503,AVENIDA AVD. DE CEDEIRA - CTRA AC-113 KM 1539 113,15320,43.518639,-8.187889,terrestre,GALP,P,OM,D,1522
4504,CARRETERA CASTILLA KM. 624,15320,43.498139,-8.197694,terrestre,BALLENOIL,P,dm,D,1522
4505,RUA LUIS SEOANE 147,15320,43.488944,-8.196611,terrestre,PETROCASH,P,dm,D,1522
4506,AVD. DOS FERREIROS 1-3 POL. IND. RIO DO POZO 15578 NARON,15320,43.533639,-8.196944,terrestre,TRANSPORTES ALMACENES TRANSITARIOSS.A.,P,dm,D,1522
4507,CARRETERA CASTILLA KM. 630,15570,43.516250,-8.158361,terrestre,E.S. SANTA RITA,P,dm,I,1523
4508,AVENIDA GONZALO NAVARRO 129,15578,43.532000,-8.196250,terrestre,VALCARCE,P,dm,D,1524
4509,CARRETERA AC-116 A VALDOVIÑO KM 5.7 KM. ,15578,43.556917,-8.208778,terrestre,ESTACION DE SERVICIO O VAL,P,dm,N,1524
4510,RUA BERNARDO ROMERO 3,15578,43.531806,-8.195222,terrestre,ORTEGAL OIL,P,dm,D,1524
4511,CARRETERA AC-115 KM. 1800,15510,43.490028,-8.161806,terrestre,REPSOL,P,dm,D,1525
4512,LUGAR LA MOURELA 2,15577,43.508861,-8.122528,terrestre,PETRONOR,P,dm,I,1526
4513,AVENIDA SANTIAGO 70,15830,42.910000,-8.730667,terrestre,REPSOL,P,dm,N,1527
4514,RUA SAN BERNARDO 53,15200,42.787556,-8.880333,terrestre,CEPSA,P,OM,D,1528
4515,CARRETERA BARQUIÑA S/N KM. 25,15210,42.798167,-8.888111,terrestre,EROSKI,P,dm,N,1529
4516,CARRETERA COMARCAL-543 KM. 308,15210,42.800056,-8.856056,terrestre,BARCIA,P,dm,I,1530
4517,CARRETERA CORUÑA KM. 52,15173,43.323667,-8.338861,terrestre,CEPSA,P,dm,I,1531
4518,RUA DO FARO 4,15173,43.323194,-8.322611,terrestre,PLENOIL,P,dm,D,1531
4519,AVDA. CHE GUEVARA 166,15173,43.341833,-8.345583,terrestre,REPSOL,P,dm,N,1531
4520,AVDA. FRANCISCA HERRERA 57,15173,43.330167,-8.327556,terrestre,CEPSA,P,dm,D,1531
4521,RUA ZEUS S/N,15173,43.326556,-8.363528,terrestre,CEPSA,P,dm,N,1531
4522,AVENIDA RUA O MORRAZO 11,15171,43.322667,-8.319444,terrestre,CARREFOUR,P,dm,N,1532
4523,CALZADA RUA SALVADOR ALLDENDE S/N,15176,43.306417,-8.323083,terrestre,SHELL,P,OM,I,1533
4524,AVENIDA DAS MARIÑAS 589602,15172,43.328806,-8.366250,terrestre,GALP,P,dm,N,1534
4525,CARRETERA NACIONAL VI KM. 589,15172,43.324361,-8.362417,terrestre,REPSOL,P,OM,D,1534
4526,LAS CASILLAS (CN-550 LA CORUÑA-SANTIAGO km 37645),15680,43.066056,-8.413056,terrestre,ESTACION DE SERVICIO ORDES,P,dm,D,1535
4527,N-550 km 345,15680,43.093389,-8.403111,terrestre,GALP,P,OM,D,1535
4528,LUGAR PEÑASCO - BARBEIROS ,15680,43.078667,-8.341139,terrestre,AGRARIA COMARCAL ORDES SCG,P,dm,D,1535
4529,CR N-550 27,15689,43.152639,-8.380444,terrestre,VALCARCE,P,dm,D,1536
4530,AUTOVIA AP-9 KM. 395,15689,43.099639,-8.349139,terrestre,CEPSA,P,OM,I,1537
4531,AUTOVIA AP-9 KM. 395,15689,43.097722,-8.351611,terrestre,CEPSA,P,OM,D,1537
4532,OS CARBALLOS S/N DEIXEBRE (N-550 km 477),15688,43.010639,-8.430889,terrestre,CEPSA,P,OM,I,1538
4533,LG LAGAREA,15330,43.678056,-7.846750,terrestre,ORTEGAL OIL,P,dm,D,1539
4534,POLIGONO A REGA-CUIÑA 21,15330,43.658028,-7.845111,terrestre,ORTEGAL OIL,P,dm,I,1539
4535,CARRETERA AC 862 KM. 41,15330,43.655528,-7.911556,terrestre,GALP,P,dm,N,1539
4536,CARRETERA C-550 KM. 105,15230,42.837778,-8.900139,terrestre,CEPSA,P,OM,D,1540
4537,CARRETERA C-550 KM. 105,15230,42.838139,-8.900667,terrestre,CEPSA,P,OM,I,1540
4538,AC 840 km 689,15380,43.225889,-8.190500,terrestre,E.S. OZAGAS,P,dm,I,1541
4539,CARRETERA AC840 KM. 89,15380,43.226444,-8.191583,terrestre,CEPSA,P,dm,I,1541
4540,CARRETERA C-540 KM. 493,15380,43.188806,-8.175250,terrestre,GALP,P,OM,D,1541
4541,LUGAR TERCIO S/N,15314,43.306889,-8.178667,terrestre,EL PLANTEL,R,dm,D,1542
4542,CARRETERA NACIONAL 550 KM. S/N,15900,42.804722,-8.636278,terrestre,GALP,P,dm,D,1543
4543,CARRETERA NACIONAL 550 KM. 80100,15917,42.760778,-8.650639,terrestre,E.S. PEDRON,P,dm,I,1544
4544,CARRETERA N-550 KM. 759,15980,42.793417,-8.645361,terrestre,CEPSA,P,dm,I,1545
4545,CARRETERA N550 KM. 785,15980,42.774028,-8.651250,terrestre,REPSOL,P,dm,I,1545
4546,CARRETERA N-550 KM. 759,15980,42.793444,-8.646194,terrestre,BALLENOIL,P,dm,D,1545
4547,CARRETERA NACIONAL 634 KM. 107116,15887,42.925972,-8.391861,terrestre,REPSOL,P,dm,I,1546
4548,CARRETERA N-VI KM. 54785,15821,42.910083,-8.358500,terrestre,CEPSA,P,dm,I,1547
4549,MUELLE COMERCIAL S/N,15940,42.609083,-8.935417,terrestre,AVIA,P,dm,D,1548
4550,CALLE DEVESA 2,15940,42.598500,-8.942778,terrestre,REPSOL,P,dm,D,1548
4551,CL VRG. 1.1  PADRON-RIVEIRA 34,15940,42.607778,-8.963778,terrestre,REPSOL,P,OM,I,1548
4552,AVENIDA BERGANTIÑOS 35,15110,43.243083,-8.894639,terrestre,REPSOL,P,dm,N,1549
4553,CTRA. AC-422 (CTRA. km 372),15110,43.261944,-8.819250,terrestre,VALCARCE,P,dm,D,1549
4554,AVENIDA AVDA RICARDO SANCHEZ 1,15600,43.406833,-8.168972,terrestre,COMBUSTIBLES RIO EUME,P,dm,I,1550
4555,CARRETERA N-651 KM. 16,15614,43.386833,-8.169194,terrestre,CC OIL,P,dm,D,1551
4556,CARRETERA N-651 KM. 16,15614,43.386694,-8.167944,terrestre,CC OIL,P,dm,I,1551
4557,LG ESPIÑAREDO  S/N (C-641 LUGO - FERROL km 4879),15320,43.477861,-7.945861,terrestre,ESTACION DE SERVICIO PENA DE MALATE,P,dm,I,1552
4558,CALLE LA CASILLA S/N,15320,43.452417,-7.867222,terrestre,REPSOL,P,OM,I,1552
4559,AVENIDA AVENIDA DE LUGO 94,15320,43.442611,-7.846250,terrestre,REPSOL,P,OM,I,1552
4560,CARRETERA AC564 KM. 16900,15610,43.436472,-7.987389,terrestre,ORTEGAL OIL,P,dm,D,1553
4561,LUGAR OUTEIRO NOAL 1,15970,42.731806,-8.985083,terrestre,CEPSA,P,dm,D,1554
4562,CARRETERA AC- 305 KM. 14500,15920,42.679306,-8.819944,terrestre,REPSOL,P,dm,D,1555
4563,LUGAR OUROLO 73,15920,42.681417,-8.832389,terrestre,VALCARCE,P,dm,I,1555
4564,MUELLE PORTO DE RIANXO S/N,15920,42.647722,-8.821972,terrestre,VALCARCE,P,dm,N,1555
4565,POLIGONO EMPRESARIAL-PARCELA 3 3,15985,42.669417,-8.811250,terrestre,BP,P,dm,D,1556
4566,AVENIDA DE LA CORUÑA 176,15960,42.569528,-8.982833,terrestre,CEPSA,P,dm,N,1557
4567,CTRA. C-550 (CTRA C-550 km 45),15960,42.587389,-9.002389,terrestre,AGRO DO FORNO,P,dm,I,1557
4568,PLAZA PLAZA DEL MALECON S/N,15960,42.554250,-8.988833,terrestre,REPSOL,P,OM,D,1557
4569,CARRETERA C-543 KM. 23,15282,42.812444,-8.776167,terrestre,GALP,P,dm,I,1558
4570,AVENIDA REPUBLICA ARGENTINA 0,15160,43.347278,-8.249139,terrestre,PETROCASH SADA,P,dm,I,1559
4571,LUGAR ESPIRITU SANTO 14,15160,43.314722,-8.288917,terrestre,CEPSA,P,OM,D,1559
4572,CARRETERA N-VI KM. 582,15160,43.314833,-8.288694,terrestre,CEPSA,P,OM,N,1559
4573,CARRETERA CP-5813 KM. 53,15160,43.345972,-8.268861,terrestre,REPSOL,P,OM,I,1560
4574,CARRETERA CTRA. SADA OLEIROS KM. 365 KM. 3650,15168,43.339056,-8.285750,terrestre,PETROCASH OSEDO,P,dm,I,1561
4575,CARRETERA AC 862 KM. 155,15560,43.527139,-8.085083,terrestre,GALP,P,dm,D,1562
4576,LUGAR BIDUEDA 14,15560,43.527250,-8.069722,terrestre,GRUPO PENA,P,dm,D,1563
4577,LUGAR CABREIRA - ARANTON (AC-404 KM. 45.0) 0,15840,43.056944,-8.855306,terrestre,E.S. CABREIRA,R,dm,I,1564
4578,CARRETERA LC-402 KM. 741,15840,43.033639,-8.803778,terrestre,CEPSA,P,dm,I,1564
4579,LUGAR SAN ANDRES-A PEREIRA (AC-400 KM 61.0) 0,15840,42.997861,-8.861972,terrestre,E.S. MUIÑO GRANDE,P,dm,D,1564
4580,AVENIDA BRASIL 0,15840,43.027333,-8.817556,terrestre,LAG XALLAS,P,dm,I,1564
4581,AVENIDA DO CRUCEIRO DA CORUÑA 2,15705,42.892139,-8.532861,terrestre,REPSOL,P,dm,I,1565
4582,AVENIDA DO CRUCEIRO DA CORUÑA 77,15705,42.897917,-8.529611,terrestre,REPSOL,P,OM,D,1565
4583,CALLE CRUCEIRO DO 228,15705,42.902278,-8.520306,terrestre,SBC,P,dm,D,1565
4584,RUA AMIO 142,15898,42.904778,-8.513500,terrestre,PETROPRIX,P,dm,D,1565
4585,XOAN CARLOS I S/N,15706,42.876111,-8.548667,terrestre,GALP,P,dm,D,1565
4586,CARRETERA C-543 KM. 6400,15896,42.873167,-8.622611,terrestre,REPSOL,P,dm,D,1566
4587,VÍA NOBEL 13,15898,42.914444,-8.528861,terrestre,PLENOIL,P,dm,D,1567
4588,RUA PAIS VASCO 63,15707,42.909778,-8.493139,terrestre,MANZANEDA - SIONLLA,P,dm,D,1565
4589,CALLE CASTELA E LEON 5,15707,42.901861,-8.507500,terrestre,CARBUGAL SANTIAGO,R,dm,N,1565
4590,RUA PAIS VASCO 65,15707,42.909778,-8.492500,terrestre,CEPSA,P,dm,D,1565
4591,RUA PAIS VASCO 6,15707,42.903083,-8.500861,terrestre,GALP&GO,P,dm,N,1565
4592,RUA POLONIA 4,15707,42.902556,-8.509417,terrestre,PLENOIL,P,dm,D,1565
4593,AVENIDA VIA LA CIERVA S/N S/N,15890,42.917833,-8.526528,terrestre,NATURGY - SANTIAGO COMPOSTELA,P,dm,D,1565
4594,RUA DO AMIO -P.I.COSTA VELLA 32,15890,42.901806,-8.512139,terrestre,CEPSA,P,dm,D,1565
4595,LUGAR DO NOVAL 1 - LAVACOLLA 1,15890,42.900333,-8.437722,terrestre,LA CARABELA,P,dm,D,1565
4596,VÍA EDISON 259,15890,42.911667,-8.513639,terrestre,REPSOL,P,dm,D,1565
4597,VIA CIERVA S/N (MERCAGALICIA)-POLIGONO INDUSTRIAL DEL TAMBRE,15890,42.918000,-8.527167,terrestre,STAROIL,P,dm,N,1565
4598,RUA DA CIDADE DO TRANSPORTE 678,15890,42.912222,-8.512611,terrestre,ALSA,R,dm,N,1565
4599,RUA DO PAIS VASCO S/N,15890,42.909139,-8.491639,terrestre,PLENOIL,P,dm,D,1565
4600,VÍA LUIS PASTEUR 21/27,15890,42.910528,-8.518028,terrestre,VALCARCE,P,dm,D,1568
4601,ACCESO AÉROPUERTO LAVACOLLA S/N,15702,42.898944,-8.422778,terrestre,SHELL,P,dm,D,1565
4602,RUA CASTIÑEIRIÑO 110,15702,42.853667,-8.539500,terrestre,GV OIL,P,dm,D,1565
4603,AVENIDA ROMERO DONALLO S/N,15702,42.870000,-8.548167,terrestre,REPSOL,P,dm,D,1565
4604,RUA RESTOLLAL 52,15702,42.861889,-8.541889,terrestre,REPSOL,P,dm,D,1565
4605,CARRETERA NACIONAL 525 KM. 336,15893,42.843250,-8.522611,terrestre,REPSOL,P,dm,I,1569
4606,CARRETERA CN-550 KM. 55300,15701,42.922917,-8.487139,terrestre,GALP,P,dm,N,1565
4607,AVENIDA PONTEVEDRA 6,15899,42.855250,-8.571167,terrestre,REPSOL,P,dm,D,1570
4608,LUGAR A POLVEIRA 19,15888,42.964222,-8.450194,terrestre,LAG SIGÜEIRO,P,dm,D,1571
4609,CR CR C-545 67,15897,42.924333,-8.575333,terrestre,REPSOL,P,dm,D,1572
4610,CALLE AMILLADOIRO-PORTA S/N S/N,15813,43.050611,-8.017250,terrestre,CEPSA,P,dm,D,1573
4611,CARRETERA N-550 KM. 712,15866,42.821611,-8.612083,terrestre,CEPSA,P,dm,I,1574
4612,TRAVESÍA DA RAMALLOSA 7,15883,42.798139,-8.548222,terrestre,BP,P,dm,D,1575
4613,CARRETERA LC-541 KM. 3,15886,42.836556,-8.544694,terrestre,CEPSA,P,dm,D,1576
4614,AUTOVIA A-9 KM. 81,15886,42.811583,-8.585944,terrestre,ENI,P,dm,D,1576
4615,AUTOPISTA A-9 KM. 81,15886,42.811500,-8.585778,terrestre,ENI,P,dm,D,1576
4616,ESTRADA PONTEVEA-AC841 KM12 14,15886,42.761806,-8.547056,terrestre,CEPSA,P,dm,D,1576
4617,CARRETERA C-541 KM. 6,15886,42.811139,-8.545361,terrestre,GV OIL,P,dm,I,1576
4618,CP-5903 km P.K. 16603,15687,43.008056,-8.560556,terrestre,SHELL,P,dm,D,1577
4619,CARRETERA CP-7804 KM. 62,15687,43.028056,-8.593028,terrestre,EESSBENZA,P,dm,D,1578
4620,CARRETERA ARCAI 120 KM. 2258,15873,43.021667,-8.656194,terrestre,REPSOL,P,dm,D,1579
4620,CARRETERA ARCAI 120 KM. 2258,15873,43.021667,-8.656194,terrestre,REPSOL,P,dm,D,2225
4621,CTRA CARBALLO - SANTIAGO km 19.9,15873,43.045778,-8.670222,terrestre,VALCARCE,P,dm,I,1579
4621,CTRA CARBALLO - SANTIAGO km 19.9,15873,43.045778,-8.670222,terrestre,VALCARCE,P,dm,I,2225
4622,RUA ENTREPONTES 108,15871,42.960222,-8.646944,terrestre,REPSOL,P,dm,I,1580
4623,CR C-545 212 (C-545 km 2126),15872,42.990028,-8.697028,terrestre,MYG GASOLEOS,P,dm,D,1581
4624,CARRETERA FERROL-CEDEIRA km 12,15552,43.599000,-8.148306,terrestre,SHELL,P,OM,D,1582
4625,LUGAR FIGUEIRA -VILABOA 3,15552,43.601222,-8.060472,terrestre,E.S. VILABOA,P,dm,I,1582
4626,CARRETERA N-525 KM. 322,15881,42.777528,-8.406444,terrestre,PONTEULLA,P,dm,D,1583
4627,CARRETERA N-525 KM. 322,15881,42.776944,-8.406611,terrestre,PONTEULLA,P,dm,I,1583
4628,CARRETERA N-634 KM. 676,15807,43.112000,-8.147583,terrestre,CAR OIL,P,dm,I,1584
4629,CARRETERA C-540 KM. 38,15807,43.113972,-8.147917,terrestre,PETRONOR,P,OM,D,1585
4630,CALLE LA TORRE 8,15129,43.112000,-9.028750,terrestre,REPSOL,P,dm,D,1586
4631,CARRETERA AC-404 KM. 54560,15850,43.104861,-8.917667,terrestre,CEPSA,P,dm,I,1587
4632,CTRA. A CORUÑA - FINISTERRE km 586,15150,43.153083,-8.952361,terrestre,ENI,P,dm,D,1588
4633,CALLE SAN ISIDRO 67,16620,39.520639,-2.487694,terrestre,REPSOL,P,OM,I,1589
4634,CALLE SANTA ANA 3,16464,40.062750,-2.807722,terrestre,COOPERATIVA SANTA ANA,R,dm,I,1590
4635, AVENIDA TEJEDA 12,16313,39.741444,-1.327639,terrestre,(SIN RÓTULO),R,dm,D,1591
4636,CARRETERA MADRID-VALENCIA km 155,16740,39.686833,-2.385750,terrestre,PLUS-24,P,dm,N,1592
4637,CR N-320 919,16215,39.724528,-1.902278,terrestre,CAMPSA,P,dm,I,1593
4638,CALLE LAS PEÑAS S/N,16431,39.821444,-2.771833,terrestre,AGRICOLA LA CEPA SDAD. COOP. DE CLM,R,dm,D,1594
4639,CARRETERA CUV8306 KM. 66,16710,39.537750,-2.253889,terrestre,REPSOL,P,dm,D,1595
4640,CALLE EXTRAMUROS S/N,16460,40.123889,-2.908500,terrestre,REPSOL,P,dm,I,1596
4641,AUTOVIA DE LEVANTE KM. ,16470,40.032000,-3.042361,terrestre,CEPSA,P,dm,D,1597
4642,AUTOVIA A-3 KM. 719,16470,40.064639,-3.083056,terrestre,REPSOL,P,OM,D,1597
4643,AUTOVIA DE LEVANTE KM. ,16740,40.032944,-3.041056,terrestre,CEPSA,P,dm,I,1597
4644,CALLE RAMON Y CAJAL 42,16640,39.554167,-2.709750,terrestre,SAN ISIDRO LABRADOR SOC. COOP. DE CLM,P,dm,D,272
4644,CALLE RAMON Y CAJAL 42,16640,39.554167,-2.709750,terrestre,SAN ISIDRO LABRADOR SOC. COOP. DE CLM,P,dm,D,1598
4645,CARRETERA CM210 KM. 53,16870,40.574056,-2.079278,terrestre,PETRONOR,P,OM,D,1599
4646,CALLE MADRID 15,16114,39.654583,-2.160528,terrestre,GRUPO BARAMBIO,P,dm,D,1600
4647,CARRETERA CARRETERA DE VALENCIA 5 KM. ,16210,39.612083,-1.791750,terrestre,PLATINUM GASOLINERA 24 HORAS ,P,dm,I,1601
4648,CARRETERA VALENCIA 1 KM. 1,16210,39.612694,-1.792972,terrestre,S. ANDRES APOSTOL SOCIEDAD COOP. DE C-LM,P,dm,D,1601
4649,CARRETERA N-400 KM. 1247,16555,40.035444,-2.733306,terrestre,REPSOL,P,dm,I,1602
4650,CARRETERA CM-310A KM. 90,16555,40.042694,-2.734444,terrestre,NOALLES Y BALANZA ,P,dm,I,1602
4651,CALLE LAVADERO SN,16550,40.073333,-2.713417,terrestre,COOP. SANTA ANA,P,dm,D,1603
4652,CALLE ESCUELAS S/N,16550,40.052806,-2.640278,terrestre,COOP. SANTA ANA,P,dm,D,1604
4653,CTRA CM 310 PK 14300,16850,40.361278,-2.395000,terrestre,NO TIENE,R,dm,N,1605
4654,CARRETERA N-320 KM. 181,16850,40.361278,-2.395028,terrestre,CUERDA S.L.,P,dm,D,1605
4655,PZ EJERCITO DEL AIRE. 1,16537,40.401194,-2.637361,terrestre,NO TIENE,R,dm,N,1606
4656,POLIGONO LAS NOGUERILLAS (CAMINO DEL CHORREADERO) S/N,16300,40.028417,-1.656250,terrestre,UNION DE GANADEROS CONQUENSES S. COOP. DE C-LM,R,dm,D,1607
4657,CARRETERA N-420 KM. 5009,16300,40.043333,-1.643167,terrestre,CAÑETE,P,dm,D,1607
4658,CARRETERA N-420 KM. 473200,16350,39.904250,-1.805833,terrestre,REAL CONTRERAS E HIJOS S.L.,P,dm,I,1608
4659,CARRETERA CAMPORROBLES KM. 0,16373,39.767806,-1.694306,terrestre,ESTACION DE SERVICIO CARDENETE,P,dm,D,1609
4660,CALLE VIRGEN DEL CARMEN 6,16707,39.362417,-2.127472,terrestre,AGRO-OIL,R,dm,N,1610
