id_estacion,Dirección,Código postal,Latitud,Longitud,Tipo,Rótulo,Tipo venta,Rem.,Margen,id_localidad
645,CARRETERA BENIEL DESAM KM. 37,3312,38.063444,-0.983722,terrestre,VEGARA ,P,dm,D,130
646,CARRETERA ARNEVA - EL MOJON KM. 5800,3312,38.047111,-0.962861,terrestre,CEPSA,P,dm,D,130
647,CALLE EL PINAR 9,3312,38.055694,-0.937139,terrestre,EL TANQUE,P,dm,N,131
648,CARRETERA CV911 KM. 15,3314,38.107000,-0.864722,terrestre,REPSOL,P,OM,D,132
648,CARRETERA CV911 KM. 15,3314,38.107000,-0.864722,terrestre,REPSOL,P,OM,D,3078
649,CARRETERA NACIONAL 332 KM. 535,3315,37.946167,-0.716139,terrestre,EASYGAS,P,dm,I,130
650,CARRETERA VILLAMARIA KM. 1,3315,38.167167,-0.963028,terrestre,COMBUSTIBLES LA MURADAS.L.,P,dm,I,130
651,CARRETERA VILLAMARIA KM. 1,3315,38.167194,-0.963611,terrestre,COMBUSTIBLES LA MURADA,P,dm,D,130
652,AVENIDA TIRO DE PICHON 2,3189,37.929333,-0.766806,terrestre,PLENOIL,P,dm,D,133
653,CALLE CERVANTES-ZENIA II 1,3189,37.923889,-0.733417,terrestre,GASEXPRESS,P,dm,D,133
654,CALLE SANTA ALODIA 4,3189,37.937139,-0.721889,terrestre,PLENOIL,P,dm,D,133
655,CARRETERA N-332 KM. 521,3189,37.943250,-0.718028,terrestre,CEPSA,P,dm,I,133
656,CARRETERA N-332 KM. 46,3189,37.902667,-0.760833,terrestre,CEPSA,P,dm,D,133
657,CALLE JADE 1,3189,37.930444,-0.736278,terrestre,ALCAMPO,P,dm,N,133
658,CALLE CABO CREUS 2,3189,37.918000,-0.754444,terrestre,BP LOMAS DE CABO ROIG,P,OM,D,133
659,CARRETERA N-332 KM. 47,3189,37.903583,-0.761083,terrestre,CEPSA,P,dm,I,133
660,CALLE CLAVO 1,3189,37.934333,-0.749917,terrestre,REPSOL,P,dm,D,133
661,CL AVENIDA JAON CARLES I 27,3750,38.800111,0.038889,terrestre,REPSOL,P,OM,D,134
662,AUTOPISTA AP-7 KM. 6132,3750,38.792056,0.063139,terrestre,HAM,P,dm,I,134
663,CALLE BARRANC DEL MARX 4,3750,38.798667,0.040333,terrestre,COMBUSELLA,P,dm,D,134
664,AUTOPISTA AP-7 (MRG.IZDO.) KM. 6132,3750,38.792028,0.062750,terrestre,GALP,P,OM,I,134
665,AUTOPISTA AP-7 (MRG.DCHO.) KM. 6132,3750,38.789861,0.063417,terrestre,GALP,P,OM,D,134
666,CARRETERA C-332 KM. 193,3750,38.797667,0.054222,terrestre,SHELL,P,OM,D,134
667,CARRETERA N-332 KM. 193,3750,38.797417,0.052972,terrestre,SHELL,P,OM,I,134
668,AVENIDA OLIVA SN,3780,38.849528,-0.112750,terrestre,BP PEGO,P,OM,D,135
669,CARRETERA COMARCAL 3311 KM. 52300,3780,38.851917,-0.041861,terrestre,BENZINA CARBURANTES PEGO,P,dm,D,135
670,AVENIDA JOAN CARLES I REI 2,3780,38.848278,-0.115028,terrestre,LOW COST 24H,P,dm,D,135
671,CARRETERA DENIA KM. 1,3780,38.843694,-0.106778,terrestre,COOPEGO,P,dm,D,135
672,AVENIDA DEL MEDITERRÁNEO S/N,3610,38.456028,-0.783361,terrestre,PLENOIL,P,dm,D,136
673,AVENIDA DEL MEDITERRANEO 129,3610,38.462861,-0.782611,terrestre,E.S. PETRER-ELDA,P,dm,D,136
674,CALLE PRESBITERO CONRADO POVEDA 1,3610,38.489028,-0.783861,terrestre,BALLENOIL,P,dm,D,136
675,AUTOVIA A-31 KM. 201700,3610,38.493361,-0.780417,terrestre,CEPSA,P,OM,I,136
676,AVDA. DEL GUIRNEY Nº 4,3610,38.488889,-0.776944,terrestre,SHELL,P,OM,N,136
677,AVENIDA DEL GUIRNEY 2 BIS,3610,38.488250,-0.773306,terrestre,CARREFOUR,P,dm,N,136
678,AUTOVIA A-31 KM. 204600,3610,38.474472,-0.771000,terrestre,CEPSA,P,dm,D,136
679,CALLE CLARA CAMPOAMOR 2,3190,37.871667,-0.801194,terrestre,RHR,P,dm,N,137
680,CARRETERA A-353 KM. 335,3190,37.871167,-0.800639,terrestre,CEPSA,P,dm,D,137
681,CARRETERA A-353 KM. 355,3190,37.859833,-0.782472,terrestre,CEPSA,P,OM,D,137
682,AVENIDA DE LA COOPERATIVA S/N,3190,37.868639,-0.821694,terrestre,SURINVER,R,dm,N,137
683,CALLE MAYOR 113,3190,37.862111,-0.786389,terrestre,E.S.HORADADA,P,dm,D,137
684,CALLE APIO 2,3190,37.899000,-0.847722,terrestre,ÁRTICO OIL,P,dm,D,137
685,AVENIDA DEL VELERO - ESQ. COMUNIDAD VALENCIANA 110,3191,37.865694,-0.772417,terrestre,E.S. LA TORRE,P,dm,D,138
686,CARRETERA DE YECLA KM. 2,3650,38.404389,-1.037056,terrestre,GLOBALTANK PINOSO,P,dm,N,139
687,CARRETERA DE JUMILLA KM. 538,3650,38.402472,-1.046806,terrestre,REPSOL,P,OM,D,139
688,TRAVESÍA 1 ORIHUELA 1,3370,38.111306,-0.903333,terrestre,SHELL,P,OM,N,140
689,Avda. de las Naciones S/N,3170,38.063056,-0.728778,terrestre,GALP,P,OM,N,141
690,CARRETERA CREVILLENTE-TORREVIEJA KM. 228,3170,38.083972,-0.732722,terrestre,BP ROJALES,P,OM,N,141
691,AVENIDA JEREZ DE LA FRONTERA 2,3170,38.061583,-0.728667,terrestre,BALLENOIL,P,dm,D,141
692,CALLE GUADALAJARA S/N,3170,38.050444,-0.722583,terrestre,CEPSA,P,dm,N,141
693,CALLE CIUDAD DE LA LUZ 1,3170,38.084861,-0.730167,terrestre,TAMOIL,P,OM,N,141
694,CALLE VIGO 40,3170,38.050083,-0.722583,terrestre,GLOBAL OIL  ,P,dm,D,141
695,CALLE JOSEFA ANIORTE 3,3170,38.088722,-0.712361,terrestre,TAMOIL,P,OM,D,141
696,CALLE LA MOLINETA S/N,3638,38.518611,-0.909722,terrestre,MEROIL,P,dm,N,142
696,CALLE LA MOLINETA S/N,3638,38.518611,-0.909722,terrestre,MEROIL,P,dm,N,285
696,CALLE LA MOLINETA S/N,3638,38.518611,-0.909722,terrestre,MEROIL,P,dm,N,2123
697,CARRETERA NACIONAL 332 KM. 746,3177,38.118917,-0.656111,terrestre,GHOL,P,dm,I,143
698,CARRETERA CV-859 DOLORES-SAN FULGENCIO KM. 45,3177,38.113333,-0.726389,terrestre,GALP,P,dm,I,143
699,"POLIGONO INDUSTRIAL ""LA GRANADINA"" N",3349,38.175917,-0.834417,terrestre,IDS,P,OM,D,144
699,"POLIGONO INDUSTRIAL ""LA GRANADINA"" N",3349,38.175917,-0.834417,terrestre,IDS,P,OM,D,3056
699,"POLIGONO INDUSTRIAL ""LA GRANADINA"" N",3349,38.175917,-0.834417,terrestre,IDS,P,OM,D,3354
699,"POLIGONO INDUSTRIAL ""LA GRANADINA"" N",3349,38.175917,-0.834417,terrestre,IDS,P,OM,D,3382
700,CALLE ANTONIO MACHADO / FIDEL POL. IND. LA GRANADINA S/N,3349,38.169806,-0.852389,terrestre,NATURGY,P,dm,D,144
700,CALLE ANTONIO MACHADO / FIDEL POL. IND. LA GRANADINA S/N,3349,38.169806,-0.852389,terrestre,NATURGY,P,dm,D,3056
700,CALLE ANTONIO MACHADO / FIDEL POL. IND. LA GRANADINA S/N,3349,38.169806,-0.852389,terrestre,NATURGY,P,dm,D,3354
700,CALLE ANTONIO MACHADO / FIDEL POL. IND. LA GRANADINA S/N,3349,38.169806,-0.852389,terrestre,NATURGY,P,dm,D,3382
701,CALLE AUSTRIA 7,3349,38.173417,-0.857750,terrestre,BDMED,P,dm,D,144
701,CALLE AUSTRIA 7,3349,38.173417,-0.857750,terrestre,BDMED,P,dm,D,3056
701,CALLE AUSTRIA 7,3349,38.173417,-0.857750,terrestre,BDMED,P,dm,D,3354
701,CALLE AUSTRIA 7,3349,38.173417,-0.857750,terrestre,BDMED,P,dm,D,3382
702,RONDA OESTE S/N,3193,37.981583,-0.793111,terrestre,REPSOL,P,OM,D,145
703,CALLE CV-95 174,3193,37.990083,-0.799444,terrestre,GLOBAL OIL,P,dm,D,145
704,POLIGONO LO QUILEZ S/N,3193,37.991056,-0.780167,terrestre,ESTACION DE SERVICIO PETROBLUE ,P,dm,N,145
705,CARRER PERU 12,3690,38.391917,-0.512806,terrestre,PLENOIL,P,dm,D,146
706,PARTIDA INMEDIACIONES 28,3690,38.390833,-0.526694,terrestre,GASEXPRESS,P,dm,D,146
707,CARRETERA VILLAFRANQUEZA-SAN VICENTE KM. 15,3690,38.390528,-0.505611,terrestre,REPSOL,P,OM,D,146
708,CARRETERA DE CASTALLA km 13,3690,38.416833,-0.536417,terrestre,REPSOL,P,OM,D,146
709,CARRETERA AC-2203 KM. 51,3690,38.390139,-0.514972,terrestre,REPSOL,P,OM,I,146
710,CARRETERA AGOST KM. 68,3690,38.401417,-0.534111,terrestre,REPSOL,P,OM,D,146
711,POLIGONO CANASTELL-CALLE TORNO 11,3690,38.406778,-0.540389,terrestre,GASOLEO EXPRES,P,dm,N,146
712,CALLE LA HUERTA 11,3690,38.398833,-0.518250,terrestre,SHELL,P,OM,D,146
713,CALLE ARTES GRAFICAS 1,3690,38.404139,-0.544472,terrestre,CONFORT AUTO,P,dm,D,146
714,CARRETERA CARRETERA DE AGOST KM. 1000,3690,38.401250,-0.535333,terrestre,GALP,P,dm,N,146
715,CARRETERA SAN VICENTE -ALICANTE KM 37 KM. 37,3690,38.380444,-0.503000,terrestre,CARREFOUR,P,dm,D,146
716,AVENIDA ALICANTE 79,3690,38.388472,-0.511833,terrestre,BP,P,dm,N,147
717,AVENIDA MIGUEL HERNANDEZ S/N,3550,38.411889,-0.421472,terrestre,REPSOL,P,dm,D,148
718,AVENIDA MIGUEL HERNANDEZ S/N,3550,38.412972,-0.421306,terrestre,REPSOL,P,dm,I,148
719,CARRETERA DE VALENCIA KM. 89,3550,38.408139,-0.424306,terrestre,CARREFOUR,P,dm,N,148
720,AVENIDA MIGUEL HERNANDEZ 20,3550,38.393972,-0.432556,terrestre,PLENOIL,P,dm,D,148
721,AVENIDA MUCHAMIEL 8,3550,38.406944,-0.439333,terrestre,REPSOL,P,OM,N,148
722,AVENIDA BENIDORM 23,3550,38.397833,-0.430028,terrestre,PLENOIL,P,dm,D,148
723,CALLE DIAGONAL 15,3550,38.397250,-0.430528,terrestre,PETROPRIX,P,dm,N,148
724,AVINGUDA MUTXAMEL 10,3550,38.406528,-0.439333,terrestre,PLENOIL,P,dm,D,148
725,CARRETERA N-332 KM. 1167,3550,38.413139,-0.420528,terrestre,PETROPRIX,P,dm,N,148
726,CARRETERA ELCHE SANTA POLA CRUCE C/LEVANTE 2 KM. S/N,3130,38.197250,-0.562250,terrestre,SANTA POLA,P,dm,N,149
727,CARRETERA N-332 KM. 878,3130,38.199444,-0.568667,terrestre,CEPSA,P,OM,D,149
728,CALLE LOS MARINEROS 1,3130,38.208806,-0.578750,terrestre,POLAGAS,P,dm,D,149
729,ZONA PORTUARIA 35,3130,38.187611,-0.558611,terrestre,COFRADÍA DE PESCADORES,P,dm,D,149
730,CARRETERA ELCHE SANTA POLA KM. 34,3130,38.199222,-0.567139,terrestre,PLENOIL,P,dm,D,149
731,CARRETERA SANTA POLA KM. 21,3130,38.199139,-0.567583,terrestre,VCC SANTA POLA,P,dm,D,149
732,CR N-332 935,3130,38.235389,-0.549972,terrestre,REPSOL,P,OM,D,149
733,AVENIDA FINLANDIA 17,3130,38.233250,-0.550833,terrestre,LOW COST,P,dm,N,149
734,CALLE LÉRIDA 10,3130,38.200139,-0.561472,terrestre,CARREFOUR,P,dm,N,149
735,AUTOVIA A-31 KM. 196500,3630,38.532667,-0.808167,terrestre,CEPSA,P,dm,D,150
736,PASAJE DE LAS SUERTES S.N.,3630,38.535000,-0.810722,terrestre,REPSOL,P,OM,D,150
737,AUTOVIA A-31 KM. 191100,3630,38.573556,-0.838750,terrestre,CEPSA,P,OM,I,150
738,AUTOVIA A-31 KM. 191,3630,38.572861,-0.839750,terrestre,CEPSA,P,OM,D,150
739,POLIGONO C/ ELS GREMIS 25,3725,38.729361,0.092111,terrestre,REPSOL,P,OM,D,151
740,CARRETERA MORAIRA-TEULADA KM. 122,3724,38.700000,0.134250,terrestre,PLENOIL,P,dm,D,151
741,CARRETERA TEULADA-CALPE KM. 65,3724,38.689806,0.134806,terrestre,REPSOL,P,OM,I,152
742,CARRETERA CV-743 KM. 4,3724,38.712056,0.130194,terrestre,CEPSA,P,OM,I,152
743,A-7 km 17,3109,38.498222,-0.603167,terrestre,BP XIRAU,P,OM,D,153
744,CALLE ORIHUELA 90,3182,37.983333,-0.685944,terrestre,BP OIL ESPAÑA,P,dm,D,154
745,CL APOLO 74,3182,37.983056,-0.679278,terrestre,BP OIL ESPAÑA,P,dm,N,154
746,CALLE APOLO 107,3182,37.984444,-0.679611,terrestre,CEPSA,P,dm,N,154
747,AVENIDA ROSA MAZÓN VALERO SN,3181,37.991056,-0.680222,terrestre,LA HITA - TORREVIEJA,P,dm,D,154
748,CARRETERA N-332 KM. 633,3180,38.023167,-0.656889,terrestre,CEPSA,P,dm,D,154
749,AVENIDA DOCTOR GREGORIO MARAÑÓN 14,3180,37.977278,-0.687444,terrestre,CEPSA,P,dm,I,154
750,CALLE VIAL DE RONDA S/N,3180,37.984694,-0.680111,terrestre,CEPSA,P,dm,N,154
751,CARRETERA CV-905 KM. 101,3180,37.987361,-0.687472,terrestre,E.S. LAS SALINAS,P,dm,D,154
752,CARRETERA CTRA CREVILLENTE S/N KM. KM 3,3180,37.999000,-0.690111,terrestre,Q8,P,dm,N,154
753,CARRETERA CREVILLENTE KM. 34400,3180,37.992194,-0.688194,terrestre,CARREFOUR,P,dm,N,154
754,CL AVDA. ALFREDO NOBEL 195,3180,37.996028,-0.655833,terrestre,REPSOL,P,OM,I,154
755,CARRETERA CV-905 KM. 101,3180,37.988333,-0.687333,terrestre,REPSOL,P,OM,D,154
756,AVENIDA CORTES VALENCIANAS SN,3180,38.002056,-0.669667,terrestre,REPSOL,P,OM,I,154
757,AVENIDA CORTES VALENCIANAS 74,3183,37.992278,-0.674417,terrestre,V2 GASOLINERAS,P,dm,D,154
758,AVENIDA DE LAS CORTES VALENCIANAS SN,3183,37.993528,-0.673667,terrestre,BALLENOIL,P,dm,N,154
759,CALLE OBENQUE 1,3183,37.992167,-0.679556,terrestre,GM OIL TORREVIEJA,P,dm,D,154
760,CALLE JOVEN TRINIDAD 11,3183,37.987944,-0.676806,terrestre,PLENOIL ,P,dm,D,154
761,AVENIDA CORTES VALENCIANAS 60,3183,37.991361,-0.674944,terrestre,REPSOL,P,dm,N,154
762,CALLE BIZET 1,3184,38.010944,-0.695028,terrestre,REPSOL - EL CHAPARRAL,P,dm,D,154
763,AVENIDA ROSA MAZÓN VALERO S/N,3184,37.991250,-0.680472,terrestre,PLENOIL,P,dm,D,154
764,CALLE AVILES 4,3184,38.020167,-0.704556,terrestre,GASEXPRESS,P,dm,I,154
765,CALLE JOSE LORCA GARCIA 7,3184,37.998694,-0.692278,terrestre,PLENOIL,P,dm,D,154
766,CALLE ESCORPIONES 13,3185,37.949000,-0.716306,terrestre,PLENOIL,P,dm,D,154
767,CALLE CLAUDIO TOLOMEO 2,3185,37.962167,-0.705139,terrestre,QUALITY OIL,P,dm,D,154
768,URBANIZACIÓN LAS BARCAS 2,3185,37.951028,-0.713694,terrestre,PLENOIL,P,dm,D,154
769,AVENIDA DENIA S/N,3186,37.968889,-0.743222,terrestre,BP CORONELITA,P,dm,N,154
770,CARRETERA CV-95 KM. 2,3186,37.963194,-0.715222,terrestre,REPSOL,P,OM,I,154
771,AVENIDA VALENCIA 50,3770,38.855278,0.000306,terrestre,PETROESPAÑA,P,dm,N,155
772,AVENIDA PARTIDA SALOBRE 1,3770,38.854222,0.001139,terrestre,+B ENERGIAS ,P,dm,D,155
773,CARRETERA N-332 KM. 1392,3570,38.516722,-0.210694,terrestre,CEPSA,P,dm,I,156
774,PARTIDA TORRES NORTE 31,3570,38.521556,-0.199139,terrestre,PETROLAVILA,P,dm,D,156
775,POLIGONO PP-33 PARCELA 15 S/N,3570,38.524361,-0.198389,terrestre,SUMINISTROS HERMANOS HT,P,dm,N,156
776,AVENIDA AVENIDA PAIS VALENCIA S.N.,3570,38.506972,-0.229222,terrestre,REPSOL,P,OM,D,156
777,AUTOPISTA AP-7 (MRG.DCHO.) KM. 6554,3570,38.535972,-0.202250,terrestre,CEPSA,P,OM,D,156
778,AUTOPISTA AP-7 (MRG.IZDO.) KM. 6554,3570,38.534694,-0.207083,terrestre,CEPSA,P,OM,I,156
779,CARRETERA N-332 KM. 1355,3570,38.499028,-0.252000,terrestre,CEPSA,P,dm,D,156
780,PARTIDA CHOVANES POLIGONO 11 PARCELAS 91 Y 300 S/N,3570,38.515444,-0.234861,terrestre,PLENOIL,P,dm,D,156
781,CALLE MARINERS DE LA VILAJOIOSA 2,3570,38.530917,-0.171917,terrestre,GASEXPRESS,P,dm,N,157
782,AVENIDA ALICANTE 81,3400,38.626889,-0.854750,terrestre,GALP,P,OM,D,158
783,AUTOVIA ALICANTE KM. 53,3400,38.618444,-0.848417,terrestre,REPSOL,P,OM,D,158
784,CARRETERA ALICANTE KM. 53,3400,38.618083,-0.848972,terrestre,REPSOL,P,OM,I,158
785,CARRETERA CARRETERA DE YECLA KM. 1,3400,38.635889,-0.870667,terrestre,REPSOL,P,OM,N,158
786,AVENIDA ALICANTE 18,3400,38.629667,-0.856694,terrestre,REPSOL,P,OM,N,158
787,CARRETERA N-330 KM. 68,3400,38.729028,-0.938250,terrestre,REPSOL,P,dm,I,158
788,AVENIDA CONSTITUCION DE 206,3400,38.643528,-0.869028,terrestre,LA MORENICA,P,dm,N,158
789,AUTOVIA ALICANTE-MADRID KM. 59,3400,38.670306,-0.888056,terrestre,BP ,P,dm,D,158
790,PARTIDA PRADO DE LA VILLA 106,3400,38.635861,-0.873944,terrestre,JBM,P,dm,D,158
791,CARRETERA CARRETERA NACIONAL 324 KM. 2681,4510,37.144750,-2.772778,terrestre,CEPSA,P,dm,I,159
792,AUTOVIA A-7 KM. 391,4770,36.765444,-2.985778,terrestre,CEPSA,P,dm,N,160
793,CARRETERA LA ALQUERIA Nº125 SALIDA AUTOVIA 389 KM. 389,4770,36.756139,-3.001889,terrestre,REPSOL,P,dm,D,160
794,CARRETERA N-340 KM. 3896,4770,36.748056,-3.003944,terrestre,REPSOL,P,OM,D,160
795,CALLE BARCELONA 2,4779,36.761639,-2.983028,terrestre,E.S CAMPOEJIDO ADRA,P,dm,N,161
796,AVENIDA LEGION ESPAÑOLA 2,4779,36.758889,-2.983333,terrestre,CAMPOADRA,P,dm,D,161
797,POLIGONO INDUSTRIAL. AREA DE TRANSPORTES 0,4800,37.388111,-2.141750,terrestre,TRANSRUMAR,R,dm,D,162
798,CR HUERCAL-OVERA-VILLAC. KM  701,4800,37.379556,-2.135500,terrestre,BP SAN JOSE,P,dm,N,162
799,CARRETERA LORCA- BAZA PARAJE LOS CHORLITOS PARC. 426 POL. 41 KM. 426,4800,37.378139,-2.133194,terrestre,RASPA-OIL (SERV. ATENDIDO),P,dm,D,162
800,POLIGONO INDUSTRIAL ALBOX APARTADO 148 S/N,4800,37.384472,-2.176278,terrestre,E.S.TERDIGUERA,P,dm,D,162
801,CARRETERA A-334 KM. 72300,4800,37.369472,-2.121083,terrestre,CARBURANTES ALMANZORA SL,P,dm,D,162
802,CARRETERA A-348 KM. 138830,4400,36.949944,-2.555722,terrestre,REPSOL,P,dm,D,163
803,CARRETERA N-340A KM. 4385,4002,36.829444,-2.492667,terrestre,CEPSA,P,OM,I,164
804,CALLE ROSITA 25,4001,36.867972,-2.441389,terrestre,SECTOROIL,P,dm,D,164
805,CARRETERA NIJAR LOS MOLINOS KM. 396,4001,36.843556,-2.436333,terrestre,PLENOIL ,P,dm,D,164
806,ZONA NORTE DE LA RAMBLA CALLE JOSÉ MANUEL GÓMEZ ANGULO S/N,4008,36.854611,-2.469694,terrestre,PLENOIL,P,dm,D,164
807,AVENIDA MEDITERRANEO 184,4008,36.837778,-2.447139,terrestre,PLENOIL,P,dm,D,164
808,AVENIDA FEDERICO GARCIA LORCA S/N,4008,36.852083,-2.467333,terrestre,REPSOL,P,OM,D,164
809,CALLE OLULA DEL RIO 1,4008,36.836222,-2.448361,terrestre,PLENOIL,P,dm,D,164
810,CARRETERA AL-3117 - AL-3110 KM. 0+925,4120,36.854333,-2.420194,terrestre,PETROPRIX,P,dm,N,164
811,CARRETERA AL-12 KM. 3.6,4120,36.843083,-2.422972,terrestre,CEPSA,P,OM,D,164
812,CARRETERA CARRETERA ALMERIA KM. 201,4120,36.840833,-2.419722,terrestre,BP LOS PARTIDORES,P,dm,N,164
813,CARRETERA ALP 201 KM. 160,4009,36.853639,-2.420722,terrestre,REPSOL,P,dm,I,164
814,CALLE CUESTA DE LOS CALLEJONES 0,4009,36.865528,-2.448639,terrestre, BP RAMBLA INIESTA,P,OM,N,164
815,CALLE CARRETERA DE NIJAR S/N,4009,36.845861,-2.450111,terrestre,CEPSA,P,OM,I,164
816,CARRETERA N-340A KM. 444,4009,36.857778,-2.447278,terrestre,CEPSA,P,dm,D,164
817,CALLE MICA 62,4009,36.854778,-2.432556,terrestre,CIUDAD DEL TAXI,P,dm,D,164
818,CAMINO LOS ALMENDROS 18,4009,36.865139,-2.449472,terrestre,PLENOIL,P,dm,D,164
819,CALLE COBRE 26,4009,36.853250,-2.431333,terrestre,SECTOROIL,P,dm,I,164
820,CARRETERA DE GRANADA 2 TRAMOS 55.57 KM. S/N,4009,36.863833,-2.448917,terrestre,PLENOIL,P,dm,D,164
821,AVENIDA NUESTRA SEÑORA DE MONTSERRAT 160,4006,36.838694,-2.444528,terrestre,PETROPRIX,P,dm,D,164
822,CL PADRE MENDEZ S.N.,4006,36.839444,-2.446722,terrestre,REPSOL,P,OM,D,164
823,CALLE MONSERRAT 0,4006,36.840028,-2.445611,terrestre,BP MONTSERRAT  ALMERIA,P,OM,N,164
824,AVENIDA DEL MEDITERRANEO S/N,4006,36.852444,-2.446806,terrestre,ALCAMPO,P,dm,N,164
825,CALLE JORGE GUILLEN S/N,4006,36.842167,-2.442972,terrestre,CARREFOUR,P,dm,N,164
826,AVENIDA SIERRA ALHAMILLA 310,4007,36.841972,-2.439056,terrestre,LA TORRE,P,dm,N,164
827,CALLE CARRETERA SIERRA ALHAMILLA 304,4007,36.841167,-2.439472,terrestre,BP SIERRA ALHAMILLA,P,dm,D,164
828,AVENIDA MEDITERRANEO S/N,4007,36.827333,-2.445028,terrestre,REPSOL,P,OM,D,164
829,AVENIDA CABO DE GATA 4,4007,36.833500,-2.462528,terrestre,CEPSA,P,OM,I,164
830,CARRETERA NIJAR (ALQUIAN) KM. 69,4120,36.845000,-2.390944,terrestre,CEPSA,P,OM,I,165
831,AUTOVIA A7 KM. 460000,4130,36.875028,-2.336444,terrestre,REPSOL,P,dm,D,166
832,CARRETERA NIJAR-LA CAÑADA KM. 7500,4130,36.850889,-2.371972,terrestre,E.S. ALVAMAR,P,dm,I,166
833,CARRETERA SAN JOSÉ KM. 0000,4150,36.813056,-2.234194,terrestre,BP,P,dm,I,167
834,CARRETERA E-15/N-340 KM. 471,4130,36.868389,-2.230000,terrestre,JCARRION,P,dm,D,168
835,CARRETERA NIJAR A RETAMAR (DISEMINADO) (DE) KM. 0,4131,36.851806,-2.311194,terrestre,GALP,P,OM,D,168
836,CARRETERA NACIONAL 340 KM. 436,4628,37.266222,-1.913639,terrestre,HNOS.MARTINEZ,P,dm,I,169
837,AUTOVIA MURCIA-ALMERIA SALIDA 537 KM. 537,4628,37.285833,-1.934556,terrestre,BP,P,dm,D,169
838,POLIGONO P.I. EL REAL S/N,4628,37.260306,-1.900306,terrestre,CEPSA,P,dm,N,169
839,AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529,4628,37.213750,-1.898028,terrestre,SHELL,P,dm,D,169
840,CARRETERA NACIONAL 340 KM. 537,4628,37.270556,-1.922472,terrestre,ISABEL ALONSO,P,dm,D,169
841,POLIGONO SERVICIO LOS LLANOS (LL) 34,4660,37.354000,-2.094778,terrestre,MORA OIL ,P,dm,D,170
842,POLIGONO LOS LLANOS 17,4660,37.353056,-2.096806,terrestre,E.S.ARBOLEAS,P,dm,D,170
843,CARRERA A-92 KM.391 40,4410,36.924639,-2.461556,terrestre,REPSOL,P,dm,I,171
844,CARRETERA A. 92A KM. 391,4410,36.925083,-2.461611,terrestre,REPSOL,P,dm,D,171
845,CARRETERA A-358 KM. 3,4760,36.834389,-2.930361,terrestre,TRUCKSTOP,P,dm,D,172
846,CAMINO OLIVO GORDO S/N,4760,36.831889,-2.959944,terrestre,BP,P,dm,D,172
847,CALLE LOS IBEROS 13,4760,36.833250,-2.927500,terrestre,EESS VEFRUBER,P,dm,N,172
848,AVENIDA JOSE BARRIONUEVO PEÑA S/N,4760,36.841667,-2.945833,terrestre,REPSOL,P,OM,D,172
849,CARRETERA N-340A KM. 400,4713,36.751028,-2.904556,terrestre,CABASC S.C.A.,R,dm,N,173
850,CARRETERA A-348 KM. 105500,4450,37.001583,-2.713944,terrestre,AGLA,P,dm,D,174
851,DISEMINADO EL LLANO 1,4850,37.358833,-2.202250,terrestre,CARBURANTES DE CANTORIA,P,dm,D,175
852,POLIGONO INDUSTRIAL S/N 1,4850,37.374167,-2.205750,terrestre,INDAPAK LOGISTICS,P,dm,D,176
853,CARRETERA ALMERIA  18 KM. 18,4140,36.989583,-1.917722,terrestre,CBT CARBOTRANS S.COOP.AND,R,dm,D,177
854,PLAZA POLIGONO INDUSTRIAL 16,4140,36.987694,-1.909861,terrestre,BP OIL ESPAÑA ,P,dm,D,177
855,AUTOVIA A-92 KM. 385,4825,37.595778,-2.281028,terrestre,REPSOL,P,dm,D,178
856,AVENIDA DE ATRALES 34,4610,37.292556,-1.878833,terrestre,CEPSA,P,dm,I,179
857,AVENIDA A-332 CARLOS HERRERA 10,4610,37.289139,-1.877417,terrestre,PLENOIL,P,dm,D,179
858,CARRETERA A-332 KM. 11,4610,37.296361,-1.823944,terrestre,ES BORJA - E.S.SOBRADO DE PICATO S.L.U,P,dm,I,179
859,POLIGONO VALLE DEL ALMANZORA  PARCELA 46-47 ,4610,37.290778,-1.886694,terrestre,PET. ALARCÓN Y GARCÍA ,P,dm,D,179
860,CR ALP-118 584,4618,37.234389,-1.798250,terrestre,REPSOL,P,OM,I,180
861,BARRIADA LOS LOBOS 1,4619,37.307444,-1.770222,terrestre,REPSOL,P,dm,I,181
862,AVENIDA ANDALUCIA ,4647,37.347278,-1.778194,terrestre,A.S. EL ARTINERO,P,dm,D,182
863,CTRA. EL EJIDO-BERJA km 10200,4750,36.811250,-2.863444,terrestre,TRUCK STOP DALIAS,P,dm,D,183
864,AVENIDA DE LAS ALPUJARRAS S/N,4750,36.814722,-2.868306,terrestre,E.S. CAMPEJIDO DALIAS,P,dm,I,183
865,CALLE ARQUIMEDES S/N,4700,36.758028,-2.801167,terrestre,CIUDAD EJIDOS.L,P,dm,D,184
866,CALLE Avellano 492,4700,36.774722,-2.802306,terrestre,GASOLINERA EL EJIDO,P,OM,N,184
867,PARAJE LOS ALJIBILLOS S/N,4700,36.788611,-2.825111,terrestre,INDASOL,P,dm,D,184
868,CARRETERA A-389 KM. 1,4700,36.746528,-2.804222,terrestre,EJIDOMAR,R,dm,I,184
869,CALLE CAÑADA CORTES S/N,4700,36.758000,-2.800194,terrestre,BDMED,P,dm,D,184
